zone_id,node_id,old_poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,boundary_geometry,geometry,x_coord,y_coord
80,80,13670,576107217.0,,,,park,,"POLYGON ((-111.942403 33.3834735, -111.9424853 33.3833859, -111.942458 33.3833674, -111.942424 33.3833653, -111.9423882 33.3833674, -111.9423193 33.3833711, -111.9422686 33.3833816, -111.9422529 33.383428, -111.9422471 33.3835745, -111.9423224 33.3835509, -111.942403 33.3834735))",POINT (-111.94233987301538 33.38344961012872),-111.94233987301538,33.38344961012872
81,81,13671,576107223.0,,,,park,,"POLYGON ((-111.9423671 33.383947, -111.9423532 33.383899, -111.9423137 33.3838417, -111.942301 33.3838492, -111.9422842 33.3838572, -111.9422531 33.3838713, -111.9422619 33.3839294, -111.9422875 33.3839648, -111.9423161 33.3839551, -111.9423671 33.383947))",POINT (-111.9423064904842 33.38390711259068),-111.9423064904842,33.38390711259068
82,82,13683,576109085.0,,,,park,,"POLYGON ((-111.9427186 33.3844817, -111.9427199 33.3842318, -111.9426099 33.3842372, -111.9426048 33.3844849, -111.9427186 33.3844817))",POINT (-111.94266337884459 33.384359606294026),-111.94266337884459,33.384359606294026
83,83,13724,576988110.0,,,,park,,"POLYGON ((-111.944671 33.380873, -111.9446779 33.3806717, -111.9446555 33.3806709, -111.9443804 33.3806615, -111.9443582 33.3806607, -111.9443575 33.3808704, -111.944671 33.380873))",POINT (-111.94451510334953 33.38076858546558),-111.94451510334953,33.38076858546558
84,84,13762,592495548.0,,,,park,,"POLYGON ((-111.9638156 33.3264019, -111.9637953 33.3259854, -111.9637307 33.3259842, -111.9637301 33.3260285, -111.9634933 33.3260316, -111.9634933 33.3259847, -111.9632748 33.3259961, -111.9632832 33.326406, -111.9634856 33.3264058, -111.9638156 33.3264019))",POINT (-111.96353935265158 33.32620636418218),-111.96353935265158,33.32620636418218
85,85,14669,918941272.0,,,,park,,"POLYGON ((-111.9332521 33.3234762, -111.9317761 33.323576, -111.9317932 33.3240322, -111.9303744 33.3268017, -111.9302186 33.3271924, -111.9303441 33.3272036, -111.9314516 33.3252578, -111.9318755 33.3244407, -111.9326111 33.3240176, -111.9332459 33.3237935, -111.9332521 33.3234762))",POINT (-111.9318023112267 33.32465618350528),-111.9318023112267,33.32465618350528
86,86,15653,948543283.0,,,,park,,"POLYGON ((-111.8890861 33.3924487, -111.8891404 33.3924492, -111.8891421 33.3922187, -111.8889535 33.3922204, -111.888971 33.392023, -111.8888978 33.3920376, -111.8888695 33.3921122, -111.8888185 33.3921405, -111.8888255 33.3923338, -111.888841 33.392354, -111.889085 33.392352, -111.8890861 33.3924487))",POINT (-111.88896865043728 33.39224937763444),-111.88896865043728,33.39224937763444
87,87,15654,949565941.0,,,,park,,"POLYGON ((-111.9102618 33.3445487, -111.9110899 33.3445195, -111.9110821 33.3428397, -111.9103016 33.3428412, -111.9103121 33.3436445, -111.9102314 33.3436511, -111.9102618 33.3445487))",POINT (-111.91067885653521 33.34370259842498),-111.91067885653521,33.34370259842498
88,88,15655,949565946.0,,,,park,,"POLYGON ((-111.9087625 33.3469965, -111.9087491 33.3474719, -111.9084403 33.3474748, -111.9084399 33.3476118, -111.9082553 33.3476184, -111.9082385 33.3475568, -111.9075372 33.3476315, -111.9075272 33.3477535, -111.9075995 33.3477491, -111.9075879 33.3478943, -111.9074127 33.3479178, -111.9074632 33.347875, -111.9074582 33.3475784, -111.9087625 33.3469965))",POINT (-111.9082114501797 33.34741508604069),-111.9082114501797,33.34741508604069
89,89,15656,949570840.0,,,,park,,"POLYGON ((-111.9319244 33.3624577, -111.9318184 33.3624498, -111.9314337 33.3618837, -111.9309066 33.3617235, -111.9309082 33.3612433, -111.9312595 33.3612902, -111.9313861 33.3613411, -111.9315179 33.3613575, -111.9319009 33.36135, -111.9319024 33.3615948, -111.9319811 33.3617634, -111.9320654 33.3618313, -111.9319766 33.3620345, -111.9319244 33.3624577))",POINT (-111.93152404834697 33.36172336890673),-111.93152404834697,33.36172336890673
90,90,15657,949573738.0,,,,park,,"POLYGON ((-111.9571638 33.3783822, -111.9571535 33.3784578, -111.9575516 33.3784665, -111.9575425 33.3786056, -111.9576825 33.3786366, -111.957757 33.3787321, -111.9577509 33.3790009, -111.957997 33.3790248, -111.9579792 33.378882, -111.9578289 33.3786692, -111.9577914 33.3785665, -111.9579457 33.3785735, -111.9579234 33.3783667, -111.9571638 33.3783822))",POINT (-111.95770997573284 33.37860738553143),-111.95770997573284,33.37860738553143
91,91,15658,951556110.0,,,,park,,"POLYGON ((-111.965085 33.330141, -111.965084 33.3295835, -111.9644147 33.3295843, -111.9644158 33.3301419, -111.965085 33.330141))",POINT (-111.96474986497144 33.32986266808334),-111.96474986497144,33.32986266808334
92,92,15659,951556120.0,,,,park,,"POLYGON ((-111.9636176 33.3287772, -111.9635831 33.3286211, -111.9635314 33.3285846, -111.9634461 33.3285821, -111.9634238 33.3286008, -111.9634238 33.3287229, -111.9634248 33.3288179, -111.9634431 33.3288823, -111.9634359 33.3289358, -111.9634217 33.3290002, -111.9634431 33.329035, -111.9634918 33.3290443, -111.9635598 33.3290418, -111.9636065 33.3289977, -111.9636014 33.3289103, -111.9636217 33.3288264, -111.9636176 33.3287772))",POINT (-111.96351544643943 33.3288142176638),-111.96351544643943,33.3288142176638
93,93,15660,951563818.0,,,,park,,"POLYGON ((-111.9594464 33.4172165, -111.9586344 33.4172205, -111.958637 33.4166, -111.9590559 33.4165618, -111.9594161 33.416578, -111.9594464 33.4172165))",POINT (-111.95903549100024 33.41689931157362),-111.95903549100024,33.41689931157362
94,94,15661,951567573.0,,,,park,,"POLYGON ((-111.9763293 33.3930742, -111.9762879 33.3930743, -111.9762868 33.3930475, -111.9761598 33.3930466, -111.9761595 33.3931246, -111.9761149 33.3931243, -111.9761141 33.3929551, -111.9761135 33.3929417, -111.9761173 33.39293, -111.9761222 33.3929192, -111.9761624 33.3929122, -111.976201 33.3929099, -111.9762282 33.392912, -111.9762488 33.3929169, -111.9762857 33.3929124, -111.9763136 33.3929097, -111.9763317 33.3929085, -111.9763293 33.3930742))",POINT (-111.9762174229427 33.392993692575786),-111.9762174229427,33.392993692575786
95,95,15662,951567582.0,,,,park,,"POLYGON ((-111.9615656 33.3863166, -111.9611414 33.3862113, -111.9611209 33.3857478, -111.9610977 33.3856354, -111.9611217 33.3854167, -111.9611451 33.3849448, -111.9611497 33.3848529, -111.9616595 33.3848647, -111.9616298 33.3861158, -111.9616443 33.3862355, -111.9615656 33.3863166))",POINT (-111.96138809058228 33.38555814135695),-111.96138809058228,33.38555814135695
96,96,15663,951575814.0,,,,park,,"POLYGON ((-111.9252705 33.3518829, -111.9249426 33.3520938, -111.924871 33.351896, -111.9249609 33.351885, -111.9250426 33.3518667, -111.9250757 33.3518451, -111.925098 33.3517847, -111.925128 33.3517553, -111.9251551 33.3517033, -111.9251402 33.3516775, -111.925058 33.3516453, -111.9250346 33.3515889, -111.925014 33.3515339, -111.925019 33.3515076, -111.925035 33.3515101, -111.9250765 33.3515101, -111.9251076 33.3515095, -111.925118 33.3514867, -111.9251381 33.3514728, -111.9251752 33.3514717, -111.9252094 33.3514667, -111.9252261 33.3514539, -111.9252335 33.3514317, -111.92522 33.3514236, -111.9252205 33.351407, -111.9252687 33.3514035, -111.9252724 33.3514742, -111.9252949 33.3514935, -111.9252168 33.3515727, -111.9251858 33.3516361, -111.9251791 33.3517123, -111.9251912 33.3517919, -111.9252455 33.3518568, -111.9252705 33.3518829))",POINT (-111.92509964005305 33.351774315476476),-111.92509964005305,33.351774315476476
97,97,15664,951575832.0,,,,park,,"POLYGON ((-111.9602555 33.3548764, -111.9601124 33.3548824, -111.9601098 33.3550714, -111.9599354 33.3550707, -111.9596124 33.3550622, -111.9595837 33.3550639, -111.9595942 33.354908, -111.9598697 33.3548951, -111.9599926 33.3548774, -111.9598992 33.3545482, -111.9599831 33.3545313, -111.9601575 33.3544388, -111.9603184 33.3543354, -111.9602489 33.3542384, -111.960261 33.3542161, -111.9603845 33.3542622, -111.9604891 33.3543081, -111.9605211 33.3542883, -111.9606926 33.3539258, -111.9604792 33.3538553, -111.9604533 33.3538133, -111.9606068 33.3537477, -111.9607026 33.3537231, -111.9608402 33.3537547, -111.9609603 33.3540819, -111.9607734 33.3541315, -111.9607252 33.3541488, -111.9607049 33.3541852, -111.9607193 33.3542227, -111.9607222 33.354369, -111.960634 33.3544227, -111.9604927 33.3544954, -111.960463 33.354489, -111.9602572 33.3544883, -111.9602555 33.3548764))",POINT (-111.960320435459 33.35445386420762),-111.960320435459,33.35445386420762
98,98,15665,951576680.0,,,,park,,"POLYGON ((-111.937179 33.3327097, -111.9372896 33.3326238, -111.9373638 33.3325194, -111.9373039 33.3324237, -111.9371751 33.3323356, -111.9371412 33.3325661, -111.9371256 33.3327031, -111.937179 33.3327097))",POINT (-111.93722776057639 33.33253185432907),-111.93722776057639,33.33253185432907
99,99,15666,951582379.0,,,,park,,"POLYGON ((-111.9215028 33.4352875, -111.9208266 33.435313, -111.9207884 33.4352239, -111.9208134 33.4351397, -111.9208584 33.4351325, -111.9209459 33.4349283, -111.9209155 33.4347961, -111.9210495 33.4346929, -111.9211729 33.4347239, -111.9213206 33.4345199, -111.9214388 33.4344379, -111.9215731 33.4344403, -111.9216002 33.4347025, -111.9215416 33.4348214, -111.9215562 33.4349846, -111.9214724 33.4350411, -111.9215028 33.4352875))",POINT (-111.92124235936926 33.434938395131745),-111.92124235936926,33.434938395131745
100,100,15705,951753039.0,,,,park,,"POLYGON ((-111.888101 33.4287795, -111.8878778 33.4287756, -111.8878672 33.4286738, -111.8881257 33.4286732, -111.888101 33.4287795))",POINT (-111.88799392457922 33.428724271990404),-111.88799392457922,33.428724271990404
101,101,15706,951753042.0,,,,park,,"POLYGON ((-111.8874309 33.4273313, -111.887389 33.4273509, -111.8871586 33.4273529, -111.887138 33.4272671, -111.8871417 33.4271935, -111.8871456 33.4271553, -111.8871912 33.4271416, -111.8874126 33.4271444, -111.8874355 33.4271715, -111.8874287 33.4272311, -111.8874309 33.4273313))",POINT (-111.88728616395798 33.42724673558456),-111.88728616395798,33.42724673558456
102,102,15707,951753049.0,,,,park,,"POLYGON ((-111.8854431 33.428413, -111.8853182 33.428411, -111.8852968 33.4283623, -111.8852927 33.4281731, -111.8853188 33.4281532, -111.8854253 33.4281478, -111.8854532 33.4281646, -111.8854728 33.428234, -111.8854719 33.4283749, -111.8854431 33.428413))",POINT (-111.8853825230675 33.42828124101915),-111.8853825230675,33.42828124101915
103,103,15708,951753073.0,,,,park,,"POLYGON ((-111.8814856 33.4203091, -111.8810134 33.420304, -111.8810237 33.4198315, -111.8811025 33.4198448, -111.8811606 33.4198502, -111.8812004 33.4198679, -111.881211 33.4199341, -111.8811842 33.4199392, -111.8811801 33.4199772, -111.8811394 33.4199748, -111.8811388 33.4200735, -111.8812057 33.4200785, -111.88121 33.4201034, -111.8811372 33.4201064, -111.8811374 33.4202215, -111.8811957 33.420244, -111.8812055 33.4202861, -111.881378 33.4202835, -111.8813792 33.420219, -111.8814397 33.420219, -111.8814354 33.4202575, -111.8814759 33.4202597, -111.8815061 33.420282, -111.881511 33.4203013, -111.8814856 33.4203091))",POINT (-111.88113954590531 33.420102984495955),-111.88113954590531,33.420102984495955
104,104,15709,951787584.0,,,,park,,"POLYGON ((-111.9282755 33.3907424, -111.9281252 33.3907451, -111.9278369 33.3907521, -111.9278372 33.3907775, -111.9278387 33.390907, -111.9278231 33.3909886, -111.9277778 33.3910455, -111.9276966 33.3910875, -111.9275003 33.3911233, -111.9274988 33.3915728, -111.9273806 33.391494, -111.9273815 33.3916007, -111.9271344 33.3916022, -111.9271366 33.3918634, -111.9268799 33.3918649, -111.9268761 33.3914913, -111.92693 33.391474, -111.9274679 33.3914871, -111.9274678 33.3912972, -111.9265517 33.3913038, -111.9265499 33.3927737, -111.9280348 33.3927692, -111.9280326 33.3920599, -111.9284404 33.3918435, -111.9288695 33.3918384, -111.9289227 33.3918378, -111.9285319 33.3915578, -111.9284557 33.3915012, -111.9285511 33.3914134, -111.9285492 33.3913621, -111.9285165 33.3913369, -111.9285773 33.3912814, -111.9285166 33.3912245, -111.9285469 33.3911987, -111.9284447 33.3911159, -111.9284154 33.3911415, -111.9283502 33.3910939, -111.9284832 33.3910624, -111.9286557 33.3908086, -111.9282755 33.3907424))",POINT (-111.92756312536378 33.39184798210228),-111.92756312536378,33.39184798210228
105,105,18186,,12813506.0,,,park,,"MULTIPOLYGON (((-111.9626726 33.3892842, -111.9626357 33.3893033, -111.9624959 33.3893073, -111.9624208 33.3893312, -111.9623016 33.3893306, -111.962255 33.3893566, -111.9620709 33.3893803, -111.9619537 33.3894254, -111.9619326 33.3894583, -111.9618081 33.3894114, -111.961776 33.389343, -111.9616961 33.38929, -111.9616622 33.3892239, -111.961619 33.3892023, -111.9616086 33.3891391, -111.9616238 33.3890702, -111.9616462 33.3890375, -111.9616434 33.3889932, -111.9617499 33.3889897, -111.9618145 33.3889779, -111.9618697 33.3889887, -111.9619384 33.3889742, -111.9620018 33.3889577, -111.9620213 33.3889555, -111.9620085 33.3890086, -111.9620395 33.3890621, -111.9621204 33.3890672, -111.9622022 33.3890776, -111.9622651 33.3891196, -111.9623521 33.3891283, -111.9624111 33.3891128, -111.9624917 33.3891133, -111.9625339 33.3891302, -111.962593 33.3891647, -111.962645 33.3891742, -111.9627022 33.3891806, -111.9626995 33.3892095, -111.9627111 33.3892446, -111.9626726 33.3892842)))",POINT (-111.96207234304619 33.38920361844382),-111.96207234304619,33.38920361844382
106,106,18194,28711926.0,,,,park,,"POLYGON ((-111.8999234 33.3307112, -111.8997444 33.3304431, -111.89967 33.3302778, -111.8996134 33.3300973, -111.8991409 33.3301327, -111.8986671 33.3301482, -111.8982606 33.3301478, -111.8978948 33.3300779, -111.8978233 33.3300688, -111.8977713 33.3301119, -111.8973495 33.3306339, -111.897036 33.3310218, -111.8970357 33.331058, -111.8970611 33.3310853, -111.8974816 33.3313148, -111.8976992 33.3314101, -111.8979281 33.3314819, -111.897945 33.3307377, -111.8999234 33.3307112))",POINT (-111.8983451496932 33.33060104853472),-111.8983451496932,33.33060104853472
107,107,18205,29019690.0,,,,park,,"POLYGON ((-111.9434986 33.3386523, -111.9435 33.338795, -111.9435012 33.3389111, -111.9421732 33.3389231, -111.9419929 33.3389231, -111.9417698 33.3388872, -111.9415745 33.3388665, -111.9415123 33.3388227, -111.9418041 33.337912, -111.9420165 33.3379658, -111.9431688 33.3382347, -111.9434944 33.3382298, -111.9434986 33.3386523))",POINT (-111.94250293011149 33.33850925917736),-111.94250293011149,33.33850925917736
108,108,18207,29189593.0,,,,park,,"POLYGON ((-111.9092367 33.3568053, -111.9091755 33.3579654, -111.9088322 33.3580801, -111.9086434 33.3582163, -111.9083773 33.3581876, -111.9081456 33.358202, -111.9073988 33.3584242, -111.9073302 33.3582952, -111.9072186 33.3581733, -111.9071705 33.3581411, -111.9075963 33.3577001, -111.9076455 33.3568101, -111.9092367 33.3568053))",POINT (-111.90830818870883 33.35754287320252),-111.90830818870883,33.35754287320252
109,109,18208,29209679.0,,,,park,,"POLYGON ((-111.9178216 33.385168, -111.9178636 33.3852, -111.9178028 33.3852374, -111.9169257 33.3852397, -111.9169418 33.3842565, -111.9171705 33.3842584, -111.9171791 33.3834591, -111.9173851 33.3834575, -111.9178611 33.3834562, -111.9178216 33.385168))",POINT (-111.91743264383663 33.38440866486201),-111.91743264383663,33.38440866486201
110,110,18217,30587134.0,,,,park,,"POLYGON ((-111.9482038 33.4254201, -111.9481965 33.4243284, -111.9489487 33.4243381, -111.9504221 33.4243396, -111.9504223 33.4243589, -111.950431 33.4248797, -111.9508101 33.4248803, -111.951195 33.424881, -111.9515804 33.4248843, -111.952178 33.4248815, -111.9521801 33.4250227, -111.9521811 33.4250888, -111.9521861 33.4254226, -111.9509748 33.4254202, -111.9494851 33.4254121, -111.9482038 33.4254201))",POINT (-111.94987446768441 33.424953835387974),-111.94987446768441,33.424953835387974
111,111,18324,288007165.0,,,,park,,"POLYGON ((-111.9321661 33.4383768, -111.932239 33.438375, -111.932262 33.4390393, -111.9318915 33.4391187, -111.9318476 33.439123, -111.9318038 33.4391188, -111.9317422 33.4390901, -111.931679 33.4390296, -111.9316342 33.4389471, -111.9316238 33.4388402, -111.9316537 33.4387613, -111.931713 33.4387014, -111.9319303 33.4383954, -111.9321661 33.4383768))",POINT (-111.93197884348488 33.43877189724282),-111.93197884348488,33.43877189724282
112,112,18349,386273873.0,,,,park,,"POLYGON ((-111.9307953 33.4154981, -111.930712 33.4154981, -111.9306826 33.4155465, -111.9306323 33.4156257, -111.9305486 33.4157207, -111.9304702 33.4157939, -111.9307976 33.4157925, -111.9307944 33.415598, -111.9307953 33.4154981))",POINT (-111.93068796225722 33.41567702975922),-111.93068796225722,33.41567702975922
113,113,18354,419055297.0,,,,park,,"POLYGON ((-111.9416626 33.3432507, -111.9419737 33.3430222, -111.9423653 33.3428026, -111.9427623 33.3426906, -111.9430788 33.3426458, -111.9435562 33.3426458, -111.9437118 33.3426726, -111.9437762 33.3426726, -111.9438459 33.3423007, -111.9437976 33.3422335, -111.9437064 33.3421393, -111.9437279 33.3419915, -111.9407292 33.3420094, -111.9405092 33.3428877, -111.9411905 33.3429908, -111.9416626 33.3432507))",POINT (-111.94204862652056 33.342462120583455),-111.94204862652056,33.342462120583455
114,114,18745,853282674.0,,,,park,,"POLYGON ((-111.9365088 33.3851736, -111.9351965 33.3851764, -111.9351234 33.3851137, -111.9351409 33.3840073, -111.9351236 33.3839752, -111.9351523 33.3839631, -111.9351965 33.3839681, -111.935855 33.3839614, -111.9359247 33.3839687, -111.9359801 33.3840029, -111.9360719 33.3840141, -111.9361464 33.3839908, -111.9361722 33.3839477, -111.9361789 33.3839191, -111.9365484 33.3839203, -111.9365088 33.3851736))",POINT (-111.93583486448784 33.38456420883659),-111.93583486448784,33.38456420883659
115,115,19499,915364750.0,,,,park,,"POLYGON ((-111.9676969 33.3354471, -111.9681817 33.3354347, -111.9683054 33.3354016, -111.9689213 33.3362903, -111.968951 33.3364081, -111.9689361 33.3365341, -111.9689015 33.3366292, -111.9686789 33.3369144, -111.9686566 33.3369309, -111.9686319 33.336935, -111.9685973 33.3369309, -111.967823 33.3366705, -111.9674866 33.3364928, -111.9672467 33.3363006, -111.967128 33.3361477, -111.9669424 33.3358046, -111.9669029 33.3356517, -111.967687 33.3356496, -111.9676969 33.3354471))",POINT (-111.96802571303074 33.336140529032676),-111.96802571303074,33.336140529032676
116,116,21726,1101866086.0,,,,park,,"POLYGON ((-111.9734045 33.3858946, -111.9739919 33.3850984, -111.9742306 33.385216, -111.974409 33.3852966, -111.9745914 33.3853604, -111.9748127 33.3854209, -111.9749682 33.3854534, -111.9751761 33.3854858, -111.9753317 33.3855015, -111.9757541 33.3855183, -111.9761149 33.3855317, -111.9770738 33.3855261, -111.9771046 33.3855362, -111.9771247 33.3855564, -111.9771381 33.3855855, -111.9771381 33.3856482, -111.9771408 33.3859741, -111.9771328 33.3859942, -111.9770992 33.3860166, -111.977059 33.3860334, -111.9756227 33.3863526, -111.9754309 33.3863884, -111.9750836 33.3864433, -111.9746356 33.3865183, -111.9746142 33.3864802, -111.9734045 33.3858946))",POINT (-111.97518325926198 33.38586000508006),-111.97518325926198,33.38586000508006
117,117,21957,1299588193.0,,,,park,,"POLYGON ((-111.9146104 33.374686, -111.914559 33.3746888, -111.9145053 33.3746896, -111.9144073 33.3746884, -111.9143569 33.3746888, -111.9142673 33.3746911, -111.9142527 33.374677, -111.9143404 33.3746242, -111.9143569 33.3746179, -111.9146132 33.3746168, -111.9146104 33.374686))",POINT (-111.91445124070064 33.374655126269126),-111.91445124070064,33.374655126269126
118,118,22053,28902918.0,,,,park,,"POLYGON ((-111.9499618 33.4083809, -111.9499565 33.4083602, -111.9499326 33.4083501, -111.9499111 33.4083513, -111.9479353 33.4083397, -111.9479279 33.4101133, -111.9499679 33.4101028, -111.9499618 33.4083809))",POINT (-111.9489459964896 33.40922787235507),-111.9489459964896,33.40922787235507
119,119,22056,29122286.0,,,,park,,"POLYGON ((-111.9193295 33.3570612, -111.9194118 33.3573421, -111.9194602 33.3576113, -111.9194542 33.3582199, -111.9185445 33.358217, -111.9183188 33.3582248, -111.918335 33.3576688, -111.9180775 33.3576616, -111.9180886 33.3570389, -111.9193295 33.3570612))",POINT (-111.91880699369756 33.35761508335113),-111.91880699369756,33.35761508335113
120,120,22075,30573744.0,,,,park,,"POLYGON ((-111.9489344 33.3892357, -111.9490545 33.3891999, -111.9490156 33.3891284, -111.9489773 33.3890565, -111.9478535 33.3881323, -111.9477585 33.3883256, -111.9475525 33.3885764, -111.9473293 33.3887627, -111.9470032 33.3889992, -111.9466949 33.389125, -111.9466169 33.3891569, -111.9478701 33.3902103, -111.9479301 33.3900527, -111.9488972 33.389266, -111.9489344 33.3892357))",POINT (-111.9478775242187 33.38918082912501),-111.9478775242187,33.38918082912501
121,121,22076,30579096.0,,,,park,,"POLYGON ((-111.900592 33.3877018, -111.9005032 33.3877012, -111.8997428 33.387695, -111.8997408 33.3876382, -111.8997388 33.3873218, -111.8997978 33.3869356, -111.899751 33.3868805, -111.8998039 33.3868511, -111.8998532 33.3867701, -111.8998778 33.3864305, -111.8998824 33.3862813, -111.8998979 33.3862324, -111.899921 33.3861874, -111.899978 33.3861501, -111.9000627 33.3861372, -111.900377 33.3861372, -111.9004355 33.3861411, -111.9005387 33.3861694, -111.9006234 33.3861899, -111.900592 33.3877018))",POINT (-111.90020586077439 33.386951210378946),-111.90020586077439,33.386951210378946
122,122,22079,34609962.0,,,,park,,"POLYGON ((-111.9539791 33.4236352, -111.9535808 33.4236342, -111.9535915 33.4226679, -111.9539739 33.4226665, -111.9539742 33.4231766, -111.9540351 33.4231792, -111.9540337 33.423568, -111.9539786 33.4235678, -111.9539791 33.4236352))",POINT (-111.95379353730252 33.423166465441625),-111.95379353730252,33.423166465441625
123,123,22165,253636389.0,,,,park,,"POLYGON ((-111.9180251 33.4502477, -111.9180483 33.450247, -111.9180754 33.450247, -111.9182287 33.4502476, -111.9182287 33.4502533, -111.9183079 33.4502536, -111.9183079 33.4502582, -111.9184637 33.4502588, -111.9184637 33.4502533, -111.9185442 33.4502535, -111.9185442 33.4502477, -111.9186995 33.4502483, -111.9187193 33.450248, -111.9187202 33.4500809, -111.9200211 33.4500809, -111.9200237 33.4494543, -111.9192325 33.4494498, -111.9192218 33.44838, -111.9185217 33.44838, -111.9184815 33.4483353, -111.9184841 33.4480734, -111.9180798 33.4480714, -111.9180282 33.4480712, -111.9180251 33.4502477))",POINT (-111.91877557907196 33.44931579392825),-111.91877557907196,33.44931579392825
124,124,22224,471519569.0,,,,park,,"POLYGON ((-111.9307191 33.4269235, -111.9307426 33.4271295, -111.9310634 33.426797, -111.9310925 33.4267201, -111.930974 33.4265676, -111.9309396 33.4264847, -111.9310351 33.4264051, -111.9310694 33.4263286, -111.9311152 33.4261821, -111.9310732 33.4261056, -111.9310083 33.426026, -111.9309473 33.4258921, -111.9309015 33.4258412, -111.9308557 33.4257265, -111.9307946 33.4256978, -111.9306877 33.4256755, -111.9306228 33.4256405, -111.9304854 33.4256309, -111.9304281 33.42565, -111.9303479 33.4256118, -111.930367 33.4255481, -111.9303594 33.4254429, -111.9303518 33.4253665, -111.9303785 33.4252868, -111.9304988 33.4252055, -111.9305295 33.4251175, -111.9303387 33.4250608, -111.9302515 33.4250233, -111.9301953 33.4250133, -111.9301273 33.4250248, -111.9300855 33.4250532, -111.9298558 33.425397, -111.9297359 33.4256462, -111.9297411 33.425848, -111.9297635 33.4259732, -111.9297974 33.4260764, -111.9298776 33.4262515, -111.9300515 33.42647, -111.9301666 33.4265751, -111.9301935 33.4265912, -111.9302384 33.4266078, -111.9302782 33.4266282, -111.9307191 33.4269235))",POINT (-111.93040932046111 33.426047301728914),-111.93040932046111,33.426047301728914
125,125,22225,496493180.0,,,,park,,"POLYGON ((-111.9175987 33.4403644, -111.9176951 33.4398507, -111.9171453 33.4396537, -111.917142 33.439288, -111.9171842 33.4390253, -111.9173859 33.4386259, -111.9178761 33.4386309, -111.9179016 33.4382394, -111.9179565 33.4379714, -111.9180139 33.4377782, -111.9181609 33.4374546, -111.9182963 33.4372244, -111.9184882 33.4369697, -111.9186672 33.4367872, -111.9183318 33.4367115, -111.9182667 33.4366835, -111.9179069 33.4364343, -111.917751 33.4363264, -111.91764 33.4362523, -111.9168898 33.4357515, -111.9162951 33.4363953, -111.9159383 33.436453, -111.9157049 33.4367462, -111.9155172 33.4367462, -111.9154957 33.4373304, -111.9149137 33.4384294, -111.914691 33.439309, -111.9146884 33.4396112, -111.9146656 33.4397712, -111.9145909 33.440102, -111.9144644 33.4401588, -111.9144604 33.4402379, -111.9144443 33.4403834, -111.9175987 33.4403644))",POINT (-111.9164536609437 33.43831122362595),-111.9164536609437,33.43831122362595
126,126,22304,561597596.0,,,,park,,"POLYGON ((-111.9094218 33.4332464, -111.9094042 33.4329955, -111.9098391 33.4330133, -111.910191 33.4329924, -111.9106754 33.4329396, -111.9135373 33.4327476, -111.9147645 33.4324517, -111.9158611 33.4321873, -111.917052 33.4318426, -111.917744 33.431583, -111.919112 33.4310771, -111.9199299 33.4307979, -111.9200922 33.4307347, -111.9203404 33.4306563, -111.921001 33.4304888, -111.9213864 33.430383, -111.9214877 33.4303073, -111.921648 33.4302676, -111.9218117 33.430281, -111.9219905 33.4302544, -111.922027 33.4302398, -111.9236249 33.4299634, -111.9251269 33.4298776, -111.9258866 33.4297159, -111.9259419 33.4296846, -111.9259708 33.4296093, -111.9259647 33.4293835, -111.9259887 33.4290104, -111.926059 33.4289985, -111.9261188 33.4290737, -111.9261241 33.429844, -111.9261262 33.4301525, -111.9253049 33.4301608, -111.9244551 33.4302037, -111.9236855 33.4302704, -111.9235453 33.4302825, -111.9226441 33.4304115, -111.921803 33.4305905, -111.920856 33.4308672, -111.9208502 33.4308269, -111.9201722 33.431006, -111.9193654 33.4312853, -111.9183526 33.4316793, -111.9176573 33.4319658, -111.9170136 33.432195, -111.9165501 33.432324, -111.9159236 33.4324744, -111.9148669 33.4326898, -111.9140661 33.4328662, -111.9136688 33.4329599, -111.9125806 33.4330319, -111.9119502 33.433068, -111.9114924 33.4330896, -111.9105602 33.4331296, -111.9102295 33.4331835, -111.9097216 33.4332376, -111.9095612 33.4332493, -111.9094218 33.4332464))",POINT (-111.91862860888128 33.431419012061404),-111.91862860888128,33.431419012061404
127,127,24142,948543284.0,,,,park,,"POLYGON ((-111.8831272 33.3919261, -111.8832206 33.3919004, -111.883242 33.3883395, -111.8831574 33.3883395, -111.8831272 33.3919261))",POINT (-111.88318654092889 33.39015523819174),-111.88318654092889,33.39015523819174
128,128,24143,949249990.0,,,,park,,"POLYGON ((-111.9392961 33.3801022, -111.9392859 33.3805821, -111.9388867 33.3805906, -111.9388849 33.3803265, -111.9392123 33.3803172, -111.9391887 33.3800971, -111.9392961 33.3801022))",POINT (-111.93911287688698 33.38041334104603),-111.93911287688698,33.38041334104603
129,129,24144,949565942.0,,,,park,,"POLYGON ((-111.9110832 33.3446691, -111.9110834 33.3461021, -111.9106144 33.3461051, -111.9105975 33.3453295, -111.910284 33.3453295, -111.9102781 33.3446742, -111.9110832 33.3446691))",POINT (-111.91074930381306 33.3452942919846),-111.91074930381306,33.3452942919846
