zone_id,node_id,old_poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,boundary_geometry,geometry,x_coord,y_coord
41,41,8333,28731210.0,,,,park,,"POLYGON ((-111.936338 33.3286007, -111.9367337 33.3277746, -111.9369208 33.3273187, -111.9368923 33.325991, -111.9371387 33.3260035, -111.9373349 33.326028, -111.9376305 33.3260796, -111.9379696 33.3261467, -111.9382186 33.3261897, -111.9385361 33.3261969, -111.9388966 33.3261897, -111.9389309 33.3262184, -111.9389395 33.3267419, -111.9389052 33.3269929, -111.9388451 33.3271865, -111.9387593 33.3273658, -111.9387402 33.3273923, -111.9386477 33.3275236, -111.938519 33.3276742, -111.938373 33.3277961, -111.9382357 33.3279324, -111.9380984 33.3280543, -111.9379782 33.3281762, -111.9378237 33.3284129, -111.9377465 33.3285993, -111.9377207 33.3286782, -111.9377121 33.3287069, -111.9376778 33.3287141, -111.937592 33.3287141, -111.937489 33.3286997, -111.9373431 33.3286926, -111.9372229 33.3286926, -111.9371028 33.3286997, -111.9369912 33.3287141, -111.936871 33.3287212, -111.9367423 33.3287141, -111.9366221 33.3286997, -111.9365019 33.328671, -111.936338 33.3286007))",POINT (-111.937666140862 33.32730441701364),-111.937666140862,33.32730441701364
42,42,8339,28752371.0,,,,park,,"POLYGON ((-111.9401982 33.4300452, -111.9401774 33.4297853, -111.9401821 33.4297433, -111.940211 33.4297071, -111.9402443 33.4296873, -111.9410679 33.429597, -111.9414769 33.4295722, -111.9418512 33.4295681, -111.9423197 33.4295624, -111.9423205 33.4296067, -111.9423283 33.4304585, -111.9422979 33.4304899, -111.9423082 33.4308443, -111.9423324 33.430863, -111.9424818 33.4308607, -111.9424819 33.430745, -111.9428011 33.430743, -111.9428422 33.4307387, -111.9429071 33.4307454, -111.9432014 33.4307433, -111.9432377 33.4314909, -111.9432499 33.4315359, -111.9432713 33.4315741, -111.9433232 33.431625, -111.9433774 33.431653, -111.9434212 33.4316645, -111.9435042 33.4316689, -111.9436576 33.4316696, -111.9437085 33.4322545, -111.9436572 33.4322343, -111.943439 33.4320927, -111.9433502 33.4320496, -111.9432778 33.4320315, -111.9432124 33.4320255, -111.9429516 33.4320375, -111.9416435 33.4320687, -111.9411269 33.4321169, -111.9410934 33.4321213, -111.9408917 33.4321449, -111.940769 33.432147, -111.9405452 33.4321191, -111.9403792 33.4321115, -111.940292 33.4321163, -111.9401704 33.432123, -111.9401053 33.4317974, -111.9402177 33.4317739, -111.940175 33.4315522, -111.9401523 33.4313983, -111.9402655 33.4313956, -111.9405459 33.4312966, -111.9405423 33.4312875, -111.940422 33.4309823, -111.9403735 33.4308281, -111.9402905 33.4305594, -111.9402448 33.4303497, -111.9402226 33.4302312, -111.9401982 33.4300452))",POINT (-111.941627362411 33.430982482755354),-111.941627362411,33.430982482755354
43,43,8345,29121791.0,,,,park,,"POLYGON ((-111.9229957 33.3517343, -111.9221337 33.351757, -111.9214082 33.3509086, -111.9199026 33.3508976, -111.9199647 33.3511533, -111.9200645 33.3513778, -111.9202206 33.3516342, -111.9203204 33.3517753, -111.920415 33.3519399, -111.9204816 33.3520617, -111.9205788 33.3522754, -111.9207963 33.3529962, -111.9212545 33.3528881, -111.9213485 33.3532585, -111.9214228 33.3532492, -111.9214296 33.3533122, -111.9221508 33.3531049, -111.923054 33.3524002, -111.923312 33.3526351, -111.9233304 33.3526189, -111.9233681 33.3526161, -111.9233906 33.3526314, -111.9239214 33.3531076, -111.9239465 33.3531188, -111.9239699 33.3531209, -111.9239967 33.3531146, -111.9242533 33.3529079, -111.9242784 33.352887, -111.9242901 33.3528626, -111.9242842 33.3528374, -111.9242123 33.3527557, -111.9240794 33.3525979, -111.923995 33.3524736, -111.9239248 33.352348, -111.9238596 33.3521971, -111.9238119 33.3520568, -111.9237843 33.3519304, -111.9237693 33.3518184, -111.9237587 33.3517066, -111.9229957 33.3517343))",POINT (-111.92185645510564 33.35208880235768),-111.92185645510564,33.35208880235768
44,44,8348,29211224.0,,,,park,,"POLYGON ((-111.9338502 33.3638115, -111.9338709 33.3672816, -111.9338732 33.3676297, -111.9350576 33.3674147, -111.9352055 33.3677154, -111.9353409 33.3680024, -111.9351435 33.3684182, -111.9356714 33.3684327, -111.9356742 33.3684654, -111.9356629 33.3699069, -111.9356792 33.3699383, -111.935689 33.3699522, -111.9356887 33.3705404, -111.9356894 33.3707438, -111.935688 33.370941, -111.9356582 33.370988, -111.9356547 33.3709977, -111.9354558 33.3709952, -111.9354544 33.3710755, -111.935415 33.3711796, -111.9353172 33.371437, -111.935437 33.3714724, -111.9355614 33.3715168, -111.9357183 33.371582, -111.9358573 33.3716534, -111.9360008 33.3717366, -111.9360893 33.371795, -111.936174 33.3718627, -111.9363101 33.3719769, -111.9363963 33.3720645, -111.936519 33.3721973, -111.9367196 33.3724723, -111.937616 33.3736685, -111.9391659 33.3757293, -111.9391898 33.3757173, -111.9394769 33.3755615, -111.9403462 33.3755573, -111.9406595 33.3757074, -111.9406632 33.3763849, -111.9406682 33.3771859, -111.9406763 33.3780709, -111.9406768 33.3781136, -111.9434443 33.3781022, -111.9434303 33.3765932, -111.9428312 33.3759734, -111.9419863 33.3747822, -111.9415525 33.3741634, -111.9410943 33.3734125, -111.9406651 33.3726098, -111.9398073 33.3708536, -111.9387378 33.3687453, -111.9381404 33.3675873, -111.9377287 33.3667435, -111.9376217 33.3664721, -111.937468 33.3659225, -111.9373708 33.365319, -111.9373048 33.3646143, -111.9372893 33.364244, -111.937209 33.3642437, -111.9367504 33.3642415, -111.9365172 33.3642403, -111.9365218 33.3638483, -111.9365081 33.3638241, -111.9364913 33.3638113, -111.9364561 33.3638049, -111.9338502 33.3638115))",POINT (-111.93812602577296 33.37075968181817),-111.93812602577296,33.37075968181817
45,45,8457,288006967.0,,,,park,,"POLYGON ((-111.9395509 33.4575856, -111.939531 33.4582249, -111.9395223 33.4583596, -111.9395181 33.4583962, -111.9393691 33.4584008, -111.9393164 33.4600461, -111.9393211 33.4601145, -111.9393227 33.4603611, -111.939283 33.4613912, -111.9392565 33.4623052, -111.9392351 33.4629366, -111.9400374 33.4629506, -111.9402502 33.4626858, -111.9404639 33.4624026, -111.9408448 33.4617649, -111.9411073 33.4612993, -111.9411528 33.4611432, -111.9412067 33.4608143, -111.9412257 33.4606022, -111.9412688 33.4603473, -111.941311 33.4600019, -111.9413847 33.4593953, -111.9414178 33.4586782, -111.9414178 33.4571978, -111.9414216 33.4569215, -111.9414178 33.4566594, -111.9413532 33.4566588, -111.9413557 33.4565378, -111.9414211 33.4565385, -111.9414187 33.4563941, -111.9415808 33.4562803, -111.9417491 33.4561592, -111.9423264 33.4557484, -111.9425201 33.455463, -111.9424849 33.4554452, -111.9424452 33.4554246, -111.9424574 33.4554068, -111.9425636 33.4552519, -111.9425961 33.4550988, -111.942639 33.45493, -111.9423074 33.4542708, -111.9421305 33.453913, -111.9420262 33.453734, -111.941921 33.4535233, -111.9418796 33.4533526, -111.9418341 33.4532255, -111.9417405 33.4532462, -111.9417165 33.4532276, -111.9416919 33.4532075, -111.9417333 33.4531279, -111.9415934 33.4529131, -111.9414564 33.4527052, -111.9412945 33.4525645, -111.9410506 33.4523536, -111.9407766 33.4521445, -111.9405025 33.451868, -111.9403831 33.4517644, -111.9403184 33.4516741, -111.9400964 33.4513621, -111.9400271 33.45127, -111.9399697 33.4511391, -111.9399622 33.4510997, -111.939663 33.4511115, -111.9396166 33.4527399, -111.9395351 33.4527373, -111.9395049 33.4538127, -111.9394933 33.4541727, -111.9394836 33.4544737, -111.9394822 33.4545172, -111.9394772 33.4546734, -111.9394374 33.455912, -111.9396025 33.4559245, -111.9395509 33.4575856))",POINT (-111.94052847358878 33.456920206831995),-111.94052847358878,33.456920206831995
46,46,8458,294237562.0,,,,park,,"POLYGON ((-111.9274714 33.4204413, -111.9274109 33.420419, -111.9275084 33.4203393, -111.9276937 33.4203445, -111.9276905 33.4204375, -111.9274714 33.4204413))",POINT (-111.92757024590718 33.420393122979306),-111.92757024590718,33.420393122979306
47,47,8490,483603985.0,,,,park,,"POLYGON ((-111.9521297 33.3414704, -111.9521652 33.3414342, -111.9522519 33.3413457, -111.9522223 33.3402948, -111.9542053 33.3401341, -111.9542084 33.3400295, -111.9542438 33.3388493, -111.9542491 33.3386735, -111.9542093 33.3363261, -111.9527495 33.3363352, -111.9503096 33.3363925, -111.9489895 33.3402992, -111.9485881 33.3416773, -111.9489027 33.3416696, -111.9490873 33.3416652, -111.9492516 33.3416612, -111.9496031 33.3416526, -111.9496028 33.341474, -111.9503869 33.3414729, -111.9513437 33.3414715, -111.9521297 33.3414704))",POINT (-111.95163900576581 33.338883158085395),-111.95163900576581,33.338883158085395
48,48,8551,552261818.0,,,,park,,"POLYGON ((-111.9324911 33.4225835, -111.9324934 33.4226345, -111.9324934 33.4226711, -111.9325061 33.4227355, -111.9325222 33.4227789, -111.9325466 33.4228203, -111.9325961 33.4228018, -111.9327282 33.422802, -111.932755 33.4227737, -111.9327849 33.4227582, -111.9328219 33.422756, -111.9328561 33.4227585, -111.9328847 33.4227696, -111.9329003 33.4227836, -111.9329121 33.4227987, -111.9330461 33.4227986, -111.933103 33.4228124, -111.9331313 33.422726, -111.9331445 33.4226499, -111.933136 33.4226164, -111.9331257 33.4225751, -111.9330959 33.4225018, -111.9330675 33.4224572, -111.9330347 33.4224228, -111.9332584 33.4221255, -111.9323559 33.4221352, -111.9324562 33.4222578, -111.9324654 33.4222758, -111.9325872 33.4224263, -111.9325559 33.4224553, -111.9325291 33.422494, -111.9325257 33.4225055, -111.9325038 33.4225517, -111.9324911 33.4225835))",POINT (-111.93281162417664 33.42244697613276),-111.93281162417664,33.42244697613276
49,49,8565,576101269.0,,,,park,,"POLYGON ((-111.9433725 33.3843758, -111.9433675 33.3841205, -111.9431976 33.3841132, -111.9431981 33.3841296, -111.9432063 33.3841884, -111.9432085 33.3843757, -111.9432101 33.3843811, -111.9433725 33.3843758))",POINT (-111.94328718388375 33.38424713005743),-111.94328718388375,33.38424713005743
50,50,8794,797061421.0,,,,park,,"POLYGON ((-111.9551847 33.3296879, -111.9544095 33.3296723, -111.9544068 33.3287881, -111.955182 33.328805, -111.9551847 33.3296879))",POINT (-111.95479565494668 33.329238323384786),-111.95479565494668,33.329238323384786
51,51,9581,918941274.0,,,,park,,"POLYGON ((-111.9357335 33.3285287, -111.9361039 33.3286541, -111.9358403 33.329064, -111.9360572 33.32917, -111.9360739 33.3294321, -111.9362074 33.3294878, -111.9361707 33.3295297, -111.9358603 33.3295046, -111.9358003 33.3303912, -111.9360606 33.3304359, -111.9360305 33.3306171, -111.9357635 33.3305892, -111.9355466 33.3316041, -111.9357936 33.3316376, -111.9357535 33.3319694, -111.9355366 33.3320001, -111.9356134 33.3322817, -111.9354966 33.3323319, -111.9352796 33.3316989, -111.9350828 33.3317296, -111.935026 33.3316041, -111.9351695 33.331554, -111.9353164 33.3313783, -111.9353531 33.3310576, -111.9354565 33.3308931, -111.9353965 33.3307537, -111.9356601 33.3305056, -111.9354398 33.3303745, -111.9354365 33.3301626, -111.9355366 33.3300511, -111.9354966 33.3299117, -111.9354165 33.3298615, -111.9354198 33.329828, -111.9355767 33.3298224, -111.9357602 33.3293652, -111.9354599 33.3292313, -111.9354498 33.3290166, -111.9358036 33.3289636, -111.9357335 33.3285287))",POINT (-111.93564299712193 33.33043320654208),-111.93564299712193,33.33043320654208
52,52,10564,949249986.0,,,,park,,"POLYGON ((-111.9270704 33.3831097, -111.9270095 33.3831118, -111.9269313 33.3831018, -111.9268179 33.3830669, -111.9267529 33.3830291, -111.9267611 33.3831068, -111.9267074 33.3832144, -111.926707 33.383585, -111.9271693 33.3836338, -111.9271411 33.3835515, -111.9270337 33.3835721, -111.9269952 33.3835717, -111.9269829 33.3835325, -111.9269585 33.3835378, -111.92695 33.3835104, -111.9269747 33.383505, -111.926961 33.3834306, -111.9269023 33.3834133, -111.9268799 33.3833422, -111.9269409 33.3833287, -111.9269035 33.3832106, -111.9269751 33.3831948, -111.9269627 33.3831557, -111.9271369 33.3831173, -111.9270704 33.3831097))",POINT (-111.92685624124395 33.38336136073667),-111.92685624124395,33.38336136073667
53,53,10565,949567908.0,,,,park,,"POLYGON ((-111.9268808 33.3720897, -111.9269021 33.3721801, -111.9281739 33.3722693, -111.9281353 33.3721497, -111.9276987 33.3720176, -111.9272887 33.3717938, -111.9270592 33.3716891, -111.927099 33.3718756, -111.9273035 33.3719568, -111.9273171 33.3720608, -111.927274 33.3721295, -111.9268808 33.3720897))",POINT (-111.92751083514715 33.37206966099483),-111.92751083514715,33.37206966099483
54,54,10566,949570842.0,,,,park,,"POLYGON ((-111.9124455 33.3702853, -111.9124484 33.3705933, -111.911994 33.3705963, -111.9119911 33.3702883, -111.9124455 33.3702853))",POINT (-111.91221975 33.3704408),-111.91221975,33.3704408
55,55,10567,949573736.0,,,,park,,"POLYGON ((-111.9578622 33.3806897, -111.9577846 33.3808774, -111.9578565 33.3808965, -111.9578957 33.3810302, -111.9576919 33.3810298, -111.9577082 33.3806769, -111.9578622 33.3806897))",POINT (-111.95777500314911 33.38087058429716),-111.95777500314911,33.38087058429716
56,56,10568,949573742.0,,,,park,,"POLYGON ((-111.9605782 33.3806249, -111.9605907 33.3808938, -111.9603922 33.380894, -111.9601071 33.3813281, -111.9602814 33.3814033, -111.9603246 33.38142, -111.9603146 33.3816505, -111.9602483 33.3816464, -111.9602665 33.3815032, -111.9598732 33.3813421, -111.9597806 33.3815027, -111.9598793 33.3815516, -111.9597255 33.3816321, -111.959708 33.381459, -111.9591994 33.3814743, -111.9591934 33.3816599, -111.9590739 33.3816636, -111.9590888 33.3814052, -111.95934 33.3813949, -111.9593213 33.3810638, -111.9591004 33.3810712, -111.9591645 33.3809072, -111.9593936 33.3809801, -111.9596967 33.3805898, -111.9595048 33.3804911, -111.959539 33.380416, -111.9598749 33.3806003, -111.959915 33.3805717, -111.9600681 33.3806418, -111.9605782 33.3806249))",POINT (-111.95983504935384 33.38104251265928),-111.95983504935384,33.38104251265928
57,57,10569,951567581.0,,,,park,,"POLYGON ((-111.9739725 33.3821004, -111.9730607 33.3821051, -111.9730567 33.3822186, -111.9732423 33.3823012, -111.9734921 33.3824065, -111.97378 33.382474, -111.9739558 33.3824802, -111.9739751 33.3824437, -111.9739725 33.3821004))",POINT (-111.97359034833512 33.38225704823073),-111.97359034833512,33.38225704823073
58,58,10570,951575813.0,,,,park,,"POLYGON ((-111.9270186 33.3530136, -111.9268565 33.3529792, -111.9267852 33.3528138, -111.9267439 33.3527931, -111.9267126 33.3527991, -111.9266421 33.3527997, -111.9265174 33.3527427, -111.9264684 33.3527258, -111.9264054 33.3527512, -111.9263561 33.3527894, -111.9263616 33.3528242, -111.9263918 33.3528426, -111.926416 33.3528479, -111.9264113 33.3528902, -111.9264036 33.3528987, -111.9258674 33.3526651, -111.9264065 33.35251, -111.9264381 33.3525841, -111.9264559 33.3525909, -111.9267372 33.3525211, -111.9268062 33.35268, -111.9271678 33.3525783, -111.9270186 33.3530136))",POINT (-111.92659773494483 33.35271920816299),-111.92659773494483,33.35271920816299
59,59,10571,951575831.0,,,,park,,"POLYGON ((-111.9587185 33.3563214, -111.9586732 33.3563392, -111.9586062 33.3563348, -111.9585375 33.3563185, -111.9584775 33.3563267, -111.9583997 33.3563582, -111.9583335 33.3563654, -111.9580124 33.3563173, -111.9579966 33.3562916, -111.9579908 33.3560274, -111.9580093 33.3560164, -111.9581083 33.3560222, -111.9582024 33.3560237, -111.9583019 33.3560229, -111.9583871 33.3560154, -111.9585061 33.3560284, -111.958562 33.356032, -111.9586209 33.3560251, -111.9586865 33.3560077, -111.9587303 33.356021, -111.9587421 33.3560484, -111.9587203 33.3560845, -111.958709 33.3561405, -111.9587379 33.3561833, -111.9587756 33.3561987, -111.9587721 33.3562636, -111.9587535 33.3563023, -111.9587185 33.3563214))",POINT (-111.95836785893229 33.356181446563745),-111.95836785893229,33.356181446563745
60,60,10572,951576675.0,,,,park,,"POLYGON ((-111.9441132 33.3256288, -111.9440455 33.3255907, -111.9438819 33.3256178, -111.943901 33.3258382, -111.9440293 33.3258451, -111.9440634 33.3257909, -111.9440563 33.3257267, -111.9440927 33.3256936, -111.9441132 33.3256288))",POINT (-111.94398585901912 33.325712583332205),-111.94398585901912,33.325712583332205
61,61,10573,951582373.0,,,,park,,"POLYGON ((-111.949593 33.423797, -111.949425 33.423796, -111.9494025 33.4237906, -111.9493631 33.423799, -111.9493643 33.4236799, -111.9493142 33.423678, -111.949318 33.42359, -111.9494498 33.4235931, -111.9494487 33.4236779, -111.949489 33.42368, -111.949594 33.423681, -111.949593 33.423797))",POINT (-111.94944940513938 33.42370670672925),-111.94944940513938,33.42370670672925
62,62,10615,951753043.0,,,,park,,"POLYGON ((-111.8867542 33.4275586, -111.8866551 33.4275564, -111.8866337 33.4268295, -111.8867429 33.4268369, -111.8867487 33.4273206, -111.8867542 33.4275586))",POINT (-111.8866958394073 33.427189135172995),-111.8866958394073,33.427189135172995
63,63,10616,951753047.0,,,,park,,"POLYGON ((-111.8853281 33.4263714, -111.8851732 33.426353, -111.8851683 33.426187, -111.8853317 33.4261869, -111.8853431 33.4262202, -111.8853308 33.4262808, -111.8853281 33.4263714))",POINT (-111.88525360559898 33.42627302891712),-111.88525360559898,33.42627302891712
64,64,10617,951753051.0,,,,park,,"POLYGON ((-111.8835981 33.428336, -111.8834905 33.4283365, -111.8834982 33.4281262, -111.8835367 33.4281077, -111.8835804 33.4281087, -111.8836218 33.4281272, -111.8835998 33.4282184, -111.8835986 33.4282661, -111.8835981 33.428336))",POINT (-111.88354994217445 33.428222136864036),-111.88354994217445,33.428222136864036
65,65,10618,951753075.0,,,,park,,"POLYGON ((-111.8866927 33.4137538, -111.886531 33.4137744, -111.8864802 33.4137674, -111.8864593 33.413749, -111.8864589 33.4136937, -111.8864727 33.4136785, -111.8864879 33.4136699, -111.8865241 33.4136377, -111.8865466 33.4136106, -111.88657 33.413586, -111.8865827 33.4136019, -111.8866108 33.4136245, -111.8866373 33.4136673, -111.8866724 33.4136948, -111.8866963 33.4137086, -111.8867027 33.4137345, -111.8866927 33.4137538))",POINT (-111.88657097163309 33.41370168660899),-111.88657097163309,33.41370168660899
66,66,10619,951753078.0,,,,park,,"POLYGON ((-111.8891332 33.4122288, -111.8891465 33.412263, -111.8891088 33.412314, -111.8889926 33.4122115, -111.8888997 33.4121669, -111.8888484 33.4121389, -111.8888966 33.4120883, -111.888923 33.4120973, -111.8889795 33.4121425, -111.8890049 33.4121684, -111.8890558 33.4122032, -111.8890827 33.4122197, -111.8891332 33.4122288))",POINT (-111.88900291168673 33.41219537974684),-111.88900291168673,33.41219537974684
67,67,10620,951849868.0,,,,park,,"POLYGON ((-111.9474165 33.3540743, -111.9474163 33.3543662, -111.9468416 33.3543533, -111.9468383 33.3541754, -111.9474165 33.3540743))",POINT (-111.9471514207736 33.35424037723807),-111.9471514207736,33.35424037723807
68,68,10621,951849871.0,,,,park,,"POLYGON ((-111.9487998 33.3536941, -111.9491717 33.3537298, -111.9491712 33.3538215, -111.9488098 33.3538168, -111.9487815 33.3541286, -111.9486082 33.3541192, -111.9485463 33.3536547, -111.948541 33.353615, -111.9485924 33.3533921, -111.9492186 33.3533984, -111.949176 33.353585, -111.948683 33.353491, -111.9486434 33.3536453, -111.9487998 33.3536941))",POINT (-111.94881147701469 33.35369449567085),-111.94881147701469,33.35369449567085
69,69,12973,1064501988.0,,,,park,,"POLYGON ((-111.9109926 33.3380695, -111.9110307 33.3380586, -111.9110647 33.3380327, -111.9110697 33.3380076, -111.9110686 33.3368541, -111.9106133 33.3368552, -111.9104448 33.3368435, -111.910378 33.3368176, -111.9103238 33.3367842, -111.910291 33.3367373, -111.9102729 33.3366462, -111.9102379 33.3366453, -111.9102383 33.3361576, -111.9097352 33.3361616, -111.9097374 33.3361074, -111.9091016 33.3361104, -111.9091016 33.3362219, -111.9091157 33.3365338, -111.9090958 33.3365734, -111.9090422 33.3366386, -111.9090575 33.3366744, -111.9090713 33.336737, -111.909056 33.3367805, -111.909056 33.3368227, -111.909074 33.3377728, -111.9090827 33.3377888, -111.9091114 33.3378076, -111.9091479 33.3378171, -111.9092217 33.3378134, -111.9095473 33.3378118, -111.9097319 33.3378284, -111.9099789 33.3378684, -111.9102206 33.3379361, -111.9104398 33.3379993, -111.9106125 33.3380404, -111.9107665 33.3380615, -111.9109379 33.3380692, -111.9109926 33.3380695))",POINT (-111.90999133950976 33.33713784933869),-111.90999133950976,33.33713784933869
70,70,13325,1298711874.0,,,,park,,"POLYGON ((-111.922279 33.3744051, -111.9222664 33.3744062, -111.9219381 33.3744344, -111.9218843 33.3744264, -111.9218368 33.3745332, -111.9217615 33.3745205, -111.9217099 33.3745181, -111.9216369 33.3745195, -111.9216154 33.3745162, -111.9215541 33.3744293, -111.9215327 33.3743989, -111.921541 33.3743907, -111.9215384 33.3743706, -111.9215355 33.3743488, -111.9215395 33.374293, -111.9215253 33.3742438, -111.9214902 33.3741393, -111.9214687 33.374067, -111.9214597 33.3740481, -111.9213577 33.3740273, -111.9212949 33.374015, -111.9212744 33.3740103, -111.921261 33.3740552, -111.9212508 33.3740593, -111.9212303 33.374054, -111.9212186 33.3740487, -111.9212151 33.3740339, -111.9212285 33.3739923, -111.9214881 33.3740391, -111.921602 33.3743797, -111.9222581 33.3743248, -111.9222725 33.3743236, -111.922279 33.3744051))",POINT (-111.92179729586351 33.37437025574668),-111.92179729586351,33.37437025574668
71,71,13413,28902909.0,,,,park,,"POLYGON ((-111.949903 33.4206839, -111.9484098 33.4206768, -111.948407 33.4198685, -111.9480321 33.4198672, -111.9480319 33.4190792, -111.9483662 33.4190792, -111.9498861 33.4190792, -111.949903 33.4206839))",POINT (-111.94904868136659 33.41983600082275),-111.94904868136659,33.41983600082275
72,72,13428,30575769.0,,,,park,,"POLYGON ((-111.9287273 33.3861394, -111.9281997 33.3861787, -111.9276029 33.3862469, -111.9275854 33.3868467, -111.9275599 33.387723, -111.9285299 33.3874868, -111.9286243 33.3875871, -111.92866 33.3875338, -111.9286835 33.3874999, -111.9287243 33.3868599, -111.9287273 33.3861394))",POINT (-111.92814110722499 33.38689203647293),-111.92814110722499,33.38689203647293
73,73,13429,30589030.0,,,,park,,"POLYGON ((-111.8961193 33.4198556, -111.8960057 33.4198811, -111.8954746 33.4200049, -111.8953714 33.4200239, -111.8950801 33.4200795, -111.8950793 33.4201391, -111.8943383 33.4202568, -111.8940534 33.420358, -111.8940528 33.4201262, -111.8940521 33.4198931, -111.894052 33.4198324, -111.8940499 33.4191057, -111.8938422 33.4191045, -111.8934722 33.4191025, -111.8934762 33.4185095, -111.8940243 33.4185001, -111.8941006 33.418468, -111.8945116 33.4184636, -111.894706 33.4184616, -111.8961228 33.4184229, -111.8961357 33.4184233, -111.8961193 33.4198556))",POINT (-111.89492558443463 33.41923576688219),-111.89492558443463,33.41923576688219
74,74,13430,30656656.0,,,,park,,"POLYGON ((-111.915446 33.4005323, -111.9154833 33.4004156, -111.9155188 33.4003232, -111.9155571 33.4002359, -111.9155942 33.4001623, -111.915642 33.4000858, -111.9157013 33.3999984, -111.9157757 33.3998869, -111.9158329 33.3997961, -111.9158986 33.3996959, -111.9159555 33.3996015, -111.9160054 33.3995094, -111.9160508 33.3994106, -111.9160998 33.3992937, -111.9161353 33.3991985, -111.9161414 33.3991785, -111.9161644 33.3991081, -111.9160595 33.3990927, -111.9156238 33.3990348, -111.9151689 33.3990133, -111.9134119 33.3991442, -111.9134102 33.3992103, -111.9134069 33.399562, -111.9133781 33.4003601, -111.9134164 33.400359, -111.9139972 33.4003431, -111.9144216 33.4003315, -111.9146877 33.4003602, -111.9153171 33.400503, -111.915446 33.4005323))",POINT (-111.91467215443382 33.399695558383804),-111.91467215443382,33.399695558383804
75,75,13513,253638940.0,,,,park,,"POLYGON ((-111.9326002 33.4439033, -111.9325388 33.4439006, -111.9307809 33.4439378, -111.9307659 33.4438719, -111.9307528 33.443532, -111.930751 33.4430593, -111.9307479 33.4429796, -111.931463 33.4425202, -111.9322569 33.4432453, -111.932509 33.4436885, -111.9326002 33.4439033))",POINT (-111.93152944217377 33.44337559755076),-111.93152944217377,33.44337559755076
76,76,13540,288140146.0,,,,park,,"POLYGON ((-111.934531 33.4260316, -111.9344867 33.4261302, -111.9344501 33.4261885, -111.9343867 33.4262591, -111.9343089 33.4263142, -111.9341699 33.4263695, -111.9340767 33.4263809, -111.9339834 33.4263776, -111.9339089 33.4263631, -111.9336764 33.4271159, -111.9335116 33.4272771, -111.9334966 33.4273441, -111.9333892 33.4274369, -111.9333677 33.4274775, -111.9332649 33.4275578, -111.9334069 33.4277021, -111.9333789 33.4277247, -111.9334403 33.4277764, -111.9337262 33.427879, -111.934017 33.4280609, -111.9341656 33.4281999, -111.9344702 33.4287819, -111.9347208 33.4294979, -111.9349614 33.429632, -111.9349699 33.4299398, -111.9352403 33.4300941, -111.9356047 33.4302694, -111.9358342 33.4303344, -111.9361433 33.4304161, -111.9365059 33.4304428, -111.9367939 33.4304437, -111.937162 33.4303749, -111.9372515 33.4303317, -111.9374205 33.4302574, -111.9377023 33.4301423, -111.9380897 33.4299303, -111.9382312 33.4298435, -111.9382272 33.4296557, -111.9383795 33.4294753, -111.9385752 33.4292518, -111.9385708 33.4291058, -111.9388087 33.4291043, -111.938833 33.428953, -111.9389069 33.4288724, -111.9391191 33.4288591, -111.9391258 33.4285905, -111.9391061 33.4284371, -111.9390638 33.4282595, -111.9390064 33.4280853, -111.9389161 33.4278842, -111.9387914 33.4276861, -111.9385984 33.4274832, -111.9390158 33.4274811, -111.9390615 33.4274322, -111.9382039 33.42707, -111.9363911 33.426386, -111.9363972 33.4263705, -111.935318 33.4259844, -111.9352368 33.4259498, -111.9351577 33.4259127, -111.9351497 33.4259257, -111.9347096 33.4259373, -111.934531 33.4260316))",POINT (-111.93628941478312 33.4281847064141),-111.93628941478312,33.4281847064141
77,77,13577,470039850.0,,,,park,,"POLYGON ((-111.9481572 33.366904, -111.9460634 33.3669041, -111.9460797 33.3638075, -111.9480799 33.3637736, -111.9491446 33.3637619, -111.9491517 33.3644033, -111.9481218 33.3643856, -111.9481343 33.3652741, -111.9481572 33.366904))",POINT (-111.94724524186549 33.3652383404875),-111.94724524186549,33.3652383404875
78,78,13639,544285347.0,,,,park,,"POLYGON ((-111.9274602 33.4196996, -111.9271775 33.4197529, -111.9268638 33.4197605, -111.9267532 33.4197871, -111.9266658 33.419868, -111.9266277 33.42016, -111.9265563 33.4201631, -111.9265094 33.4201367, -111.9265008 33.4192835, -111.9267508 33.4192878, -111.9272189 33.4190784, -111.9273682 33.4189395, -111.9278024 33.418787, -111.927907 33.4189219, -111.9279266 33.4189427, -111.9279027 33.419271, -111.9277993 33.4193874, -111.9277516 33.4194685, -111.9276287 33.4195584, -111.9274602 33.4196996))",POINT (-111.92720252354835 33.41939324231742),-111.92720252354835,33.41939324231742
79,79,13655,552414868.0,,,,park,,"POLYGON ((-111.9357389 33.419655, -111.9354197 33.4196567, -111.9354197 33.419621, -111.9353371 33.4196206, -111.9353356 33.4195732, -111.9350921 33.4195767, -111.9350899 33.4190004, -111.9354569 33.4190011, -111.9354541 33.4187957, -111.9356206 33.418795, -111.9356221 33.4188566, -111.9356808 33.4188562, -111.9356822 33.4188737, -111.9357434 33.4188739, -111.9357474 33.4193497, -111.9356448 33.4193497, -111.9356457 33.4194134, -111.9357381 33.419416, -111.9357389 33.419655))",POINT (-111.93544118233244 33.4192645706886),-111.93544118233244,33.4192645706886
