link_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,from_biway,is_link,vdf_toll,allowed_uses,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes
452,432,113,1,349.85,1,90,99999,connector,0,"LINESTRING (-111.945747 33.3419016, -111.94204862652056 33.342462120583455)",1,0,0,,0.15,4,1,0.22,55.0,55.0,0.23,,,,
453,116,2444,1,748.68,1,90,99999,connector,0,"LINESTRING (-111.97518325926198 33.38586000508006, -111.9783602 33.3920619)",1,0,0,,0.15,4,1,0.47,55.0,55.0,0.5,,,,
454,2444,116,1,748.68,1,90,99999,connector,0,"LINESTRING (-111.9783602 33.3920619, -111.97518325926198 33.38586000508006)",1,0,0,,0.15,4,1,0.47,55.0,55.0,0.5,,,,
455,117,2410,1,357.84,1,90,99999,connector,0,"LINESTRING (-111.91445124070064 33.374655126269126, -111.9113132 33.3727903)",1,0,0,,0.15,4,1,0.22,55.0,55.0,0.24,,,,
456,2410,117,1,357.84,1,90,99999,connector,0,"LINESTRING (-111.9113132 33.3727903, -111.91445124070064 33.374655126269126)",1,0,0,,0.15,4,1,0.22,55.0,55.0,0.24,,,,
457,118,2217,1,209.05,1,90,99999,connector,0,"LINESTRING (-111.9489459964896 33.40922787235507, -111.9484957 33.4073813)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.14,,,,
458,2217,118,1,209.05,1,90,99999,connector,0,"LINESTRING (-111.9484957 33.4073813, -111.9489459964896 33.40922787235507)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.14,,,,
459,121,2813,1,323.39,1,90,99999,connector,0,"LINESTRING (-111.90020586077439 33.386951210378946, -111.9005981 33.3840541)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.22,,,,
460,2813,121,1,323.39,1,90,99999,connector,0,"LINESTRING (-111.9005981 33.3840541, -111.90020586077439 33.386951210378946)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.22,,,,
461,122,2734,1,147.7,1,90,99999,connector,0,"LINESTRING (-111.95379353730252 33.423166465441625, -111.9522239 33.422964)",1,0,0,,0.15,4,1,0.09,55.0,55.0,0.1,,,,
462,2734,122,1,147.7,1,90,99999,connector,0,"LINESTRING (-111.9522239 33.422964, -111.95379353730252 33.423166465441625)",1,0,0,,0.15,4,1,0.09,55.0,55.0,0.1,,,,
463,124,799,1,258.37,1,90,99999,connector,0,"LINESTRING (-111.93040932046111 33.426047301728914, -111.9321775 33.4242506)",1,0,0,,0.15,4,1,0.16,55.0,55.0,0.17,,,,
464,799,124,1,258.37,1,90,99999,connector,0,"LINESTRING (-111.9321775 33.4242506, -111.93040932046111 33.426047301728914)",1,0,0,,0.15,4,1,0.16,55.0,55.0,0.17,,,,
465,126,1440,1,874.53,1,90,99999,connector,0,"LINESTRING (-111.91862860888128 33.431419012061404, -111.9093141 33.4325042)",1,0,0,,0.15,4,1,0.54,55.0,55.0,0.58,,,,
466,1440,126,1,874.53,1,90,99999,connector,0,"LINESTRING (-111.9093141 33.4325042, -111.91862860888128 33.431419012061404)",1,0,0,,0.15,4,1,0.54,55.0,55.0,0.58,,,,
467,128,1185,1,177.85,1,90,99999,connector,0,"LINESTRING (-111.93911287688698 33.38041334104603, -111.9393843 33.3788261)",1,0,0,,0.15,4,1,0.11,55.0,55.0,0.12,,,,
468,1185,128,1,177.85,1,90,99999,connector,0,"LINESTRING (-111.9393843 33.3788261, -111.93911287688698 33.38041334104603)",1,0,0,,0.15,4,1,0.11,55.0,55.0,0.12,,,,
469,129,738,1,316.86,1,90,99999,connector,0,"LINESTRING (-111.91074930381306 33.3452942919846, -111.9111994 33.3481261)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
470,738,129,1,316.86,1,90,99999,connector,0,"LINESTRING (-111.9111994 33.3481261, -111.91074930381306 33.3452942919846)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
471,130,2817,1,194.63,1,90,99999,connector,0,"LINESTRING (-111.9134766859229 33.372081863248205, -111.9153189 33.3712511)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.13,,,,
472,2817,130,1,194.63,1,90,99999,connector,0,"LINESTRING (-111.9153189 33.3712511, -111.9134766859229 33.372081863248205)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.13,,,,
473,131,728,1,258.72,1,90,99999,connector,0,"LINESTRING (-111.93005015389855 33.361050230055156, -111.9286006 33.3630407)",1,0,0,,0.15,4,1,0.16,55.0,55.0,0.17,,,,
474,728,131,1,258.72,1,90,99999,connector,0,"LINESTRING (-111.9286006 33.3630407, -111.93005015389855 33.361050230055156)",1,0,0,,0.15,4,1,0.16,55.0,55.0,0.17,,,,
475,132,956,1,248.57,1,90,99999,connector,0,"LINESTRING (-111.95810255001341 33.37899817143383, -111.9606237 33.3782575)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.17,,,,
476,956,132,1,248.57,1,90,99999,connector,0,"LINESTRING (-111.9606237 33.3782575, -111.95810255001341 33.37899817143383)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.17,,,,
477,133,1764,1,180.35,1,90,99999,connector,0,"LINESTRING (-111.96505049608132 33.32776653908965, -111.963121 33.3276236)",1,0,0,,0.15,4,1,0.11,55.0,55.0,0.12,,,,
478,1764,133,1,180.35,1,90,99999,connector,0,"LINESTRING (-111.963121 33.3276236, -111.96505049608132 33.32776653908965)",1,0,0,,0.15,4,1,0.11,55.0,55.0,0.12,,,,
479,134,1246,1,363.68,1,90,99999,connector,0,"LINESTRING (-111.9311415543252 33.44797168531276, -111.9332361 33.4452025)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.24,,,,
480,1246,134,1,363.68,1,90,99999,connector,0,"LINESTRING (-111.9332361 33.4452025, -111.9311415543252 33.44797168531276)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.24,,,,
481,135,2456,1,234.69,1,90,99999,connector,0,"LINESTRING (-111.97163844422259 33.39067037135429, -111.9716421 33.3927864)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.16,,,,
482,2456,135,1,234.69,1,90,99999,connector,0,"LINESTRING (-111.9716421 33.3927864, -111.97163844422259 33.39067037135429)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.16,,,,
483,136,428,1,161.89,1,90,99999,connector,0,"LINESTRING (-111.9620312845989 33.354009627724174, -111.963161 33.3551195)",1,0,0,,0.15,4,1,0.1,55.0,55.0,0.11,,,,
484,428,136,1,161.89,1,90,99999,connector,0,"LINESTRING (-111.963161 33.3551195, -111.9620312845989 33.354009627724174)",1,0,0,,0.15,4,1,0.1,55.0,55.0,0.11,,,,
485,137,1164,1,129.82,1,90,99999,connector,0,"LINESTRING (-111.9357339706114 33.33347700961084, -111.9358613 33.3346426)",1,0,0,,0.15,4,1,0.08,55.0,55.0,0.09,,,,
486,1164,137,1,129.82,1,90,99999,connector,0,"LINESTRING (-111.9358613 33.3346426, -111.9357339706114 33.33347700961084)",1,0,0,,0.15,4,1,0.08,55.0,55.0,0.09,,,,
487,138,2817,1,318.2,1,90,99999,connector,0,"LINESTRING (-111.91453429337078 33.374043472763375, -111.9153189 33.3712511)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
488,2817,138,1,318.2,1,90,99999,connector,0,"LINESTRING (-111.9153189 33.3712511, -111.91453429337078 33.374043472763375)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
489,139,2666,1,407.93,1,90,99999,connector,0,"LINESTRING (-111.91444478525082 33.376986268586194, -111.9105004 33.3753813)",1,0,0,,0.15,4,1,0.25,55.0,55.0,0.27,,,,
490,2666,139,1,407.93,1,90,99999,connector,0,"LINESTRING (-111.9105004 33.3753813, -111.91444478525082 33.376986268586194)",1,0,0,,0.15,4,1,0.25,55.0,55.0,0.27,,,,
491,140,3144,1,53.03,1,90,99999,connector,0,"LINESTRING (-111.93931147240957 33.41517779382353, -111.9390355 33.4147594)",1,0,0,,0.15,4,1,0.03,55.0,55.0,0.04,,,,
492,3144,140,1,53.03,1,90,99999,connector,0,"LINESTRING (-111.9390355 33.4147594, -111.93931147240957 33.41517779382353)",1,0,0,,0.15,4,1,0.03,55.0,55.0,0.04,,,,
493,141,2975,1,138.73,1,90,99999,connector,0,"LINESTRING (-111.93139590271413 33.41666733813215, -111.9301514 33.4159779)",1,0,0,,0.15,4,1,0.09,55.0,55.0,0.09,,,,
494,2975,141,1,138.73,1,90,99999,connector,0,"LINESTRING (-111.9301514 33.4159779, -111.93139590271413 33.41666733813215)",1,0,0,,0.15,4,1,0.09,55.0,55.0,0.09,,,,
495,145,1184,1,116.77,1,90,99999,connector,0,"LINESTRING (-111.93911519899618 33.38225571421959, -111.939446 33.3832713)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.08,,,,
496,1184,145,1,116.77,1,90,99999,connector,0,"LINESTRING (-111.939446 33.3832713, -111.93911519899618 33.38225571421959)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.08,,,,
497,146,1185,1,185.4,1,90,99999,connector,0,"LINESTRING (-111.93980097857457 33.38046073207199, -111.9393843 33.3788261)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.12,,,,
498,1185,146,1,185.4,1,90,99999,connector,0,"LINESTRING (-111.9393843 33.3788261, -111.93980097857457 33.38046073207199)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.12,,,,
499,147,2753,1,95.52,1,90,99999,connector,0,"LINESTRING (-111.91925867468974 33.37296761839497, -111.9199038 33.3722978)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.06,,,,
500,2753,147,1,95.52,1,90,99999,connector,0,"LINESTRING (-111.9199038 33.3722978, -111.91925867468974 33.37296761839497)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.06,,,,
501,148,387,1,107.4,1,90,99999,connector,0,"LINESTRING (-111.95316656144874 33.391459107795725, -111.9520124 33.3914403)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.07,,,,
502,387,148,1,107.4,1,90,99999,connector,0,"LINESTRING (-111.9520124 33.3914403, -111.95316656144874 33.391459107795725)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.07,,,,
503,149,1246,1,134.77,1,90,99999,connector,0,"LINESTRING (-111.932174214137 33.44602956735319, -111.9332361 33.4452025)",1,0,0,,0.15,4,1,0.08,55.0,55.0,0.09,,,,
504,1246,149,1,134.77,1,90,99999,connector,0,"LINESTRING (-111.9332361 33.4452025, -111.932174214137 33.44602956735319)",1,0,0,,0.15,4,1,0.08,55.0,55.0,0.09,,,,
505,150,1380,1,348.49,1,90,99999,connector,0,"LINESTRING (-111.9649277923561 33.389687304710186, -111.965025 33.3928283)",1,0,0,,0.15,4,1,0.22,55.0,55.0,0.23,,,,
506,1380,150,1,348.49,1,90,99999,connector,0,"LINESTRING (-111.965025 33.3928283, -111.9649277923561 33.389687304710186)",1,0,0,,0.15,4,1,0.22,55.0,55.0,0.23,,,,
507,151,2404,1,330.38,1,90,99999,connector,0,"LINESTRING (-111.9148682919502 33.3619234271765, -111.9120783 33.3637652)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.22,,,,
508,2404,151,1,330.38,1,90,99999,connector,0,"LINESTRING (-111.9120783 33.3637652, -111.9148682919502 33.3619234271765)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.22,,,,
509,152,2867,1,279.7,1,90,99999,connector,0,"LINESTRING (-111.9559691610943 33.33970580844266, -111.9544095 33.3418613)",1,0,0,,0.15,4,1,0.17,55.0,55.0,0.19,,,,
510,2867,152,1,279.7,1,90,99999,connector,0,"LINESTRING (-111.9544095 33.3418613, -111.9559691610943 33.33970580844266)",1,0,0,,0.15,4,1,0.17,55.0,55.0,0.19,,,,
511,153,386,1,149.06,1,90,99999,connector,0,"LINESTRING (-111.96093793628768 33.352921932335754, -111.9619063 33.3518515)",1,0,0,,0.15,4,1,0.09,55.0,55.0,0.1,,,,
512,386,153,1,149.06,1,90,99999,connector,0,"LINESTRING (-111.9619063 33.3518515, -111.96093793628768 33.352921932335754)",1,0,0,,0.15,4,1,0.09,55.0,55.0,0.1,,,,
513,154,439,1,212.61,1,90,99999,connector,0,"LINESTRING (-111.9374862632239 33.330952558971255, -111.9370374 33.3328321)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.14,,,,
514,439,154,1,212.61,1,90,99999,connector,0,"LINESTRING (-111.9370374 33.3328321, -111.9374862632239 33.330952558971255)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.14,,,,
515,156,932,1,280.47,1,90,99999,connector,0,"LINESTRING (-111.88263811290014 33.426848097143434, -111.882872 33.4293692)",1,0,0,,0.15,4,1,0.17,55.0,55.0,0.19,,,,
516,932,156,1,280.47,1,90,99999,connector,0,"LINESTRING (-111.882872 33.4293692, -111.88263811290014 33.426848097143434)",1,0,0,,0.15,4,1,0.17,55.0,55.0,0.19,,,,
517,157,1348,1,113.68,1,90,99999,connector,0,"LINESTRING (-111.92854474007643 33.39275314805379, -111.9273434 33.3929404)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.08,,,,
518,1348,157,1,113.68,1,90,99999,connector,0,"LINESTRING (-111.9273434 33.3929404, -111.92854474007643 33.39275314805379)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.08,,,,
519,158,1463,1,41.44,1,90,99999,connector,0,"LINESTRING (-111.94679539168128 33.35446641444106, -111.946716 33.3548341)",1,0,0,,0.15,4,1,0.03,55.0,55.0,0.03,,,,
520,1463,158,1,41.44,1,90,99999,connector,0,"LINESTRING (-111.946716 33.3548341, -111.94679539168128 33.35446641444106)",1,0,0,,0.15,4,1,0.03,55.0,55.0,0.03,,,,
521,159,725,1,354.62,1,90,99999,connector,0,"LINESTRING (-111.94003540059913 33.337711216942665, -111.9390168 33.3346303)",1,0,0,,0.15,4,1,0.22,55.0,55.0,0.24,,,,
522,725,159,1,354.62,1,90,99999,connector,0,"LINESTRING (-111.9390168 33.3346303, -111.94003540059913 33.337711216942665)",1,0,0,,0.15,4,1,0.22,55.0,55.0,0.24,,,,
523,160,391,1,281.59,1,90,99999,connector,0,"LINESTRING (-111.90342526120135 33.403244820064266, -111.9004517 33.4037198)",1,0,0,,0.15,4,1,0.18,55.0,55.0,0.19,,,,
524,391,160,1,281.59,1,90,99999,connector,0,"LINESTRING (-111.9004517 33.4037198, -111.90342526120135 33.403244820064266)",1,0,0,,0.15,4,1,0.18,55.0,55.0,0.19,,,,
525,161,2817,1,247.59,1,90,99999,connector,0,"LINESTRING (-111.91447924527331 33.37336938539254, -111.9153189 33.3712511)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.17,,,,
526,2817,161,1,247.59,1,90,99999,connector,0,"LINESTRING (-111.9153189 33.3712511, -111.91447924527331 33.37336938539254)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.17,,,,
527,162,2747,1,163.63,1,90,99999,connector,0,"LINESTRING (-111.91732229215076 33.37443667135952, -111.9190664 33.3746247)",1,0,0,,0.15,4,1,0.1,55.0,55.0,0.11,,,,
528,2747,162,1,163.63,1,90,99999,connector,0,"LINESTRING (-111.9190664 33.3746247, -111.91732229215076 33.37443667135952)",1,0,0,,0.15,4,1,0.1,55.0,55.0,0.11,,,,
529,164,1993,1,237.36,1,90,99999,connector,0,"LINESTRING (-111.91837307986984 33.39081271565843, -111.9181635 33.3929456)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.16,,,,
530,1993,164,1,237.36,1,90,99999,connector,0,"LINESTRING (-111.9181635 33.3929456, -111.91837307986984 33.39081271565843)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.16,,,,
531,168,2659,1,88.74,1,90,99999,connector,0,"LINESTRING (-111.93240695819628 33.43021699797511, -111.9322313 33.4294306)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.06,,,,
532,2659,168,1,88.74,1,90,99999,connector,0,"LINESTRING (-111.9322313 33.4294306, -111.93240695819628 33.43021699797511)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.06,,,,
533,169,1323,1,63.52,1,90,99999,connector,0,"LINESTRING (-111.91578621921064 33.40071187845223, -111.9155942 33.4001623)",1,0,0,,0.15,4,1,0.04,55.0,55.0,0.04,,,,
534,1323,169,1,63.52,1,90,99999,connector,0,"LINESTRING (-111.9155942 33.4001623, -111.91578621921064 33.40071187845223)",1,0,0,,0.15,4,1,0.04,55.0,55.0,0.04,,,,
535,170,507,1,743.25,1,90,99999,connector,0,"LINESTRING (-111.9370004976765 33.440353288837535, -111.9420305 33.4351454)",1,0,0,,0.15,4,1,0.46,55.0,55.0,0.5,,,,
536,507,170,1,743.25,1,90,99999,connector,0,"LINESTRING (-111.9420305 33.4351454, -111.9370004976765 33.440353288837535)",1,0,0,,0.15,4,1,0.46,55.0,55.0,0.5,,,,
537,171,1760,1,216.82,1,90,99999,connector,0,"LINESTRING (-111.96080039162565 33.32737083876496, -111.963125 33.327254)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.14,,,,
538,1760,171,1,216.82,1,90,99999,connector,0,"LINESTRING (-111.963125 33.327254, -111.96080039162565 33.32737083876496)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.14,,,,
539,172,439,1,383.98,1,90,99999,connector,0,"LINESTRING (-111.93882578014501 33.329712433370844, -111.9370374 33.3328321)",1,0,0,,0.15,4,1,0.24,55.0,55.0,0.26,,,,
540,439,172,1,383.98,1,90,99999,connector,0,"LINESTRING (-111.9370374 33.3328321, -111.93882578014501 33.329712433370844)",1,0,0,,0.15,4,1,0.24,55.0,55.0,0.26,,,,
541,173,2307,1,69.51,1,90,99999,connector,0,"LINESTRING (-111.96163249266904 33.39346346029349, -111.961559 33.3928398)",1,0,0,,0.15,4,1,0.04,55.0,55.0,0.05,,,,
542,2307,173,1,69.51,1,90,99999,connector,0,"LINESTRING (-111.961559 33.3928398, -111.96163249266904 33.39346346029349)",1,0,0,,0.15,4,1,0.04,55.0,55.0,0.05,,,,
543,174,1799,1,161.44,1,90,99999,connector,0,"LINESTRING (-111.90999195418578 33.33252877614003, -111.911169 33.3335977)",1,0,0,,0.15,4,1,0.1,55.0,55.0,0.11,,,,
544,1799,174,1,161.44,1,90,99999,connector,0,"LINESTRING (-111.911169 33.3335977, -111.90999195418578 33.33252877614003)",1,0,0,,0.15,4,1,0.1,55.0,55.0,0.11,,,,
545,176,2413,1,315.1,1,90,99999,connector,0,"LINESTRING (-111.90785572136954 33.35968495673246, -111.911241 33.3597199)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
546,2413,176,1,315.1,1,90,99999,connector,0,"LINESTRING (-111.911241 33.3597199, -111.90785572136954 33.35968495673246)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
547,177,1760,1,122.68,1,90,99999,connector,0,"LINESTRING (-111.96444103411234 33.32730926845676, -111.963125 33.327254)",1,0,0,,0.15,4,1,0.08,55.0,55.0,0.08,,,,
548,1760,177,1,122.68,1,90,99999,connector,0,"LINESTRING (-111.963125 33.327254, -111.96444103411234 33.32730926845676)",1,0,0,,0.15,4,1,0.08,55.0,55.0,0.08,,,,
549,178,2884,1,198.04,1,90,99999,connector,0,"LINESTRING (-111.91707261862175 33.44595233493418, -111.9179513 33.4475789)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.13,,,,
550,2884,178,1,198.04,1,90,99999,connector,0,"LINESTRING (-111.9179513 33.4475789, -111.91707261862175 33.44595233493418)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.13,,,,
551,180,1925,1,245.81,1,90,99999,connector,0,"LINESTRING (-111.92591406005 33.35762789880268, -111.9285545 33.3575806)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.16,,,,
552,1925,180,1,245.81,1,90,99999,connector,0,"LINESTRING (-111.9285545 33.3575806, -111.92591406005 33.35762789880268)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.16,,,,
553,181,438,1,320.19,1,90,99999,connector,0,"LINESTRING (-111.94332045914489 33.325269104225946, -111.9399177 33.324852)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
554,438,181,1,320.19,1,90,99999,connector,0,"LINESTRING (-111.9399177 33.324852, -111.94332045914489 33.325269104225946)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
555,182,438,1,99.16,1,90,99999,connector,0,"LINESTRING (-111.94076363659758 33.325395186678556, -111.9399177 33.324852)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.07,,,,
556,438,182,1,99.16,1,90,99999,connector,0,"LINESTRING (-111.9399177 33.324852, -111.94076363659758 33.325395186678556)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.07,,,,
557,183,2542,1,244.53,1,90,99999,connector,0,"LINESTRING (-111.91668499630305 33.37696006420753, -111.9192735 33.3765802)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.16,,,,
558,2542,183,1,244.53,1,90,99999,connector,0,"LINESTRING (-111.9192735 33.3765802, -111.91668499630305 33.37696006420753)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.16,,,,
559,184,2666,1,376.4,1,90,99999,connector,0,"LINESTRING (-111.91447178502533 33.376025616957094, -111.9105004 33.3753813)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
560,2666,184,1,376.4,1,90,99999,connector,0,"LINESTRING (-111.9105004 33.3753813, -111.91447178502533 33.376025616957094)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
561,185,2753,1,199.34,1,90,99999,connector,0,"LINESTRING (-111.91780856220957 33.37267143931277, -111.9199038 33.3722978)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.13,,,,
562,2753,185,1,199.34,1,90,99999,connector,0,"LINESTRING (-111.9199038 33.3722978, -111.91780856220957 33.37267143931277)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.13,,,,
563,186,1803,1,405.26,1,90,99999,connector,0,"LINESTRING (-111.93261117487796 33.32646006823553, -111.9282773 33.3267991)",1,0,0,,0.15,4,1,0.25,55.0,55.0,0.27,,,,
564,1803,186,1,405.26,1,90,99999,connector,0,"LINESTRING (-111.9282773 33.3267991, -111.93261117487796 33.32646006823553)",1,0,0,,0.15,4,1,0.25,55.0,55.0,0.27,,,,
565,189,506,1,248.51,1,90,99999,connector,0,"LINESTRING (-111.93909324730096 33.437373437782185, -111.9415624 33.4382307)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.17,,,,
566,506,189,1,248.51,1,90,99999,connector,0,"LINESTRING (-111.9415624 33.4382307, -111.93909324730096 33.437373437782185)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.17,,,,
567,190,820,1,317.88,1,90,99999,connector,0,"LINESTRING (-111.88764589252659 33.4161241030454, -111.8907288 33.4148871)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
568,820,190,1,317.88,1,90,99999,connector,0,"LINESTRING (-111.8907288 33.4148871, -111.88764589252659 33.4161241030454)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
569,191,957,1,288.1,1,90,99999,connector,0,"LINESTRING (-111.94514176787779 33.38080015682796, -111.9450662 33.3782034)",1,0,0,,0.15,4,1,0.18,55.0,55.0,0.19,,,,
570,957,191,1,288.1,1,90,99999,connector,0,"LINESTRING (-111.9450662 33.3782034, -111.94514176787779 33.38080015682796)",1,0,0,,0.15,4,1,0.18,55.0,55.0,0.19,,,,
571,192,438,1,437.78,1,90,99999,connector,0,"LINESTRING (-111.93559070618056 33.32330773812537, -111.9399177 33.324852)",1,0,0,,0.15,4,1,0.27,55.0,55.0,0.29,,,,
572,438,192,1,437.78,1,90,99999,connector,0,"LINESTRING (-111.9399177 33.324852, -111.93559070618056 33.32330773812537)",1,0,0,,0.15,4,1,0.27,55.0,55.0,0.29,,,,
573,193,1184,1,43.93,1,90,99999,connector,0,"LINESTRING (-111.9391350223567 33.383569331969056, -111.939446 33.3832713)",1,0,0,,0.15,4,1,0.03,55.0,55.0,0.03,,,,
574,1184,193,1,43.93,1,90,99999,connector,0,"LINESTRING (-111.939446 33.3832713, -111.9391350223567 33.383569331969056)",1,0,0,,0.15,4,1,0.03,55.0,55.0,0.03,,,,
575,195,676,1,379.81,1,90,99999,connector,0,"LINESTRING (-111.95726892594105 33.38028438710815, -111.9611873 33.3812437)",1,0,0,,0.15,4,1,0.24,55.0,55.0,0.25,,,,
576,676,195,1,379.81,1,90,99999,connector,0,"LINESTRING (-111.9611873 33.3812437, -111.95726892594105 33.38028438710815)",1,0,0,,0.15,4,1,0.24,55.0,55.0,0.25,,,,
577,198,1037,1,341.8,1,90,99999,connector,0,"LINESTRING (-111.97294349740883 33.381244977636165, -111.973552 33.3782058)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.23,,,,
578,1037,198,1,341.8,1,90,99999,connector,0,"LINESTRING (-111.973552 33.3782058, -111.97294349740883 33.381244977636165)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.23,,,,
579,199,2615,1,239.85,1,90,99999,connector,0,"LINESTRING (-111.92474853658868 33.35137128280178, -111.9243626 33.3492331)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.16,,,,
580,2615,199,1,239.85,1,90,99999,connector,0,"LINESTRING (-111.9243626 33.3492331, -111.92474853658868 33.35137128280178)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.16,,,,
581,200,1464,1,157.86,1,90,99999,connector,0,"LINESTRING (-111.9649094858918 33.33573303380525, -111.9640015 33.334531)",1,0,0,,0.15,4,1,0.1,55.0,55.0,0.11,,,,
582,1464,200,1,157.86,1,90,99999,connector,0,"LINESTRING (-111.9640015 33.334531, -111.9649094858918 33.33573303380525)",1,0,0,,0.15,4,1,0.1,55.0,55.0,0.11,,,,
583,202,725,1,131.33,1,90,99999,connector,0,"LINESTRING (-111.93913032656062 33.333450006334225, -111.9390168 33.3346303)",1,0,0,,0.15,4,1,0.08,55.0,55.0,0.09,,,,
584,725,202,1,131.33,1,90,99999,connector,0,"LINESTRING (-111.9390168 33.3346303, -111.93913032656062 33.333450006334225)",1,0,0,,0.15,4,1,0.08,55.0,55.0,0.09,,,,
585,203,2093,1,197.2,1,90,99999,connector,0,"LINESTRING (-111.88758570811972 33.42813054843292, -111.8892286 33.4292547)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.13,,,,
586,2093,203,1,197.2,1,90,99999,connector,0,"LINESTRING (-111.8892286 33.4292547, -111.88758570811972 33.42813054843292)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.13,,,,
587,204,2093,1,363.58,1,90,99999,connector,0,"LINESTRING (-111.88612796596121 33.427258103178346, -111.8892286 33.4292547)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.24,,,,
588,2093,204,1,363.58,1,90,99999,connector,0,"LINESTRING (-111.8892286 33.4292547, -111.88612796596121 33.427258103178346)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.24,,,,
589,205,932,1,214.75,1,90,99999,connector,0,"LINESTRING (-111.8847863233125 33.42828642874033, -111.882872 33.4293692)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.14,,,,
590,932,205,1,214.75,1,90,99999,connector,0,"LINESTRING (-111.882872 33.4293692, -111.8847863233125 33.42828642874033)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.14,,,,
591,207,967,1,504.91,1,90,99999,connector,0,"LINESTRING (-111.94908513846156 33.35455073437287, -111.9545016 33.3548004)",1,0,0,,0.15,4,1,0.31,55.0,55.0,0.34,,,,
