link_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,from_biway,is_link,vdf_toll,allowed_uses,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes
592,967,207,1,504.91,1,90,99999,connector,0,"LINESTRING (-111.9545016 33.3548004, -111.94908513846156 33.35455073437287)",1,0,0,,0.15,4,1,0.31,55.0,55.0,0.34,,,,
593,208,726,1,134.2,1,90,99999,connector,0,"LINESTRING (-111.94110473704815 33.334976153256385, -111.9424826 33.3346207)",1,0,0,,0.15,4,1,0.08,55.0,55.0,0.09,,,,
594,726,208,1,134.2,1,90,99999,connector,0,"LINESTRING (-111.9424826 33.3346207, -111.94110473704815 33.334976153256385)",1,0,0,,0.15,4,1,0.08,55.0,55.0,0.09,,,,
595,209,2760,1,75.17,1,90,99999,connector,0,"LINESTRING (-111.91949920717347 33.37008687003272, -111.9199627 33.3706419)",1,0,0,,0.15,4,1,0.05,55.0,55.0,0.05,,,,
596,2760,209,1,75.17,1,90,99999,connector,0,"LINESTRING (-111.9199627 33.3706419, -111.91949920717347 33.37008687003272)",1,0,0,,0.15,4,1,0.05,55.0,55.0,0.05,,,,
597,210,2748,1,96.67,1,90,99999,connector,0,"LINESTRING (-111.91816650324583 33.37417432793799, -111.919203 33.3742326)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.06,,,,
598,2748,210,1,96.67,1,90,99999,connector,0,"LINESTRING (-111.919203 33.3742326, -111.91816650324583 33.37417432793799)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.06,,,,
599,211,2666,1,371.81,1,90,99999,connector,0,"LINESTRING (-111.91449582328359 33.37541256629917, -111.9105004 33.3753813)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
600,2666,211,1,371.81,1,90,99999,connector,0,"LINESTRING (-111.9105004 33.3753813, -111.91449582328359 33.37541256629917)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
601,212,2542,1,260.69,1,90,99999,connector,0,"LINESTRING (-111.91669135106805 33.377491925894454, -111.9192735 33.3765802)",1,0,0,,0.15,4,1,0.16,55.0,55.0,0.17,,,,
602,2542,212,1,260.69,1,90,99999,connector,0,"LINESTRING (-111.9192735 33.3765802, -111.91669135106805 33.377491925894454)",1,0,0,,0.15,4,1,0.16,55.0,55.0,0.17,,,,
603,213,330,1,267.17,1,90,99999,connector,0,"LINESTRING (-111.89820901627205 33.41344328113328, -111.9004939 33.414903)",1,0,0,,0.15,4,1,0.17,55.0,55.0,0.18,,,,
604,330,213,1,267.17,1,90,99999,connector,0,"LINESTRING (-111.9004939 33.414903, -111.89820901627205 33.41344328113328)",1,0,0,,0.15,4,1,0.17,55.0,55.0,0.18,,,,
605,214,2545,1,172.41,1,90,99999,connector,0,"LINESTRING (-111.91908485584915 33.38048212478593, -111.9206891 33.3797044)",1,0,0,,0.15,4,1,0.11,55.0,55.0,0.11,,,,
606,2545,214,1,172.41,1,90,99999,connector,0,"LINESTRING (-111.9206891 33.3797044, -111.91908485584915 33.38048212478593)",1,0,0,,0.15,4,1,0.11,55.0,55.0,0.11,,,,
607,216,389,1,360.06,1,90,99999,connector,0,"LINESTRING (-111.90137948024328 33.374929075296215, -111.9006338 33.3781146)",1,0,0,,0.15,4,1,0.22,55.0,55.0,0.24,,,,
608,389,216,1,360.06,1,90,99999,connector,0,"LINESTRING (-111.9006338 33.3781146, -111.90137948024328 33.374929075296215)",1,0,0,,0.15,4,1,0.22,55.0,55.0,0.24,,,,
609,217,676,1,33.04,1,90,99999,connector,0,"LINESTRING (-111.96102586338404 33.38097840160946, -111.9611873 33.3812437)",1,0,0,,0.15,4,1,0.02,55.0,55.0,0.02,,,,
610,676,217,1,33.04,1,90,99999,connector,0,"LINESTRING (-111.9611873 33.3812437, -111.96102586338404 33.38097840160946)",1,0,0,,0.15,4,1,0.02,55.0,55.0,0.02,,,,
611,218,1763,1,136.04,1,90,99999,connector,0,"LINESTRING (-111.96455252109754 33.33227378538665, -111.9631106 33.3320751)",1,0,0,,0.15,4,1,0.08,55.0,55.0,0.09,,,,
612,1763,218,1,136.04,1,90,99999,connector,0,"LINESTRING (-111.9631106 33.3320751, -111.96455252109754 33.33227378538665)",1,0,0,,0.15,4,1,0.08,55.0,55.0,0.09,,,,
613,219,1106,1,107.66,1,90,99999,connector,0,"LINESTRING (-111.93419721626238 33.45217077527872, -111.9351949 33.4516781)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.07,,,,
614,1106,219,1,107.66,1,90,99999,connector,0,"LINESTRING (-111.9351949 33.4516781, -111.93419721626238 33.45217077527872)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.07,,,,
615,220,2617,1,111.63,1,90,99999,connector,0,"LINESTRING (-111.92650770731758 33.350247306765986, -111.9264089 33.3492442)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.07,,,,
616,2617,220,1,111.63,1,90,99999,connector,0,"LINESTRING (-111.9264089 33.3492442, -111.92650770731758 33.350247306765986)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.07,,,,
617,221,2867,1,316.24,1,90,99999,connector,0,"LINESTRING (-111.95643158613768 33.33957019744068, -111.9544095 33.3418613)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
618,2867,221,1,316.24,1,90,99999,connector,0,"LINESTRING (-111.9544095 33.3418613, -111.95643158613768 33.33957019744068)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
619,222,386,1,177.59,1,90,99999,connector,0,"LINESTRING (-111.96171962173928 33.35344500317675, -111.9619063 33.3518515)",1,0,0,,0.15,4,1,0.11,55.0,55.0,0.12,,,,
620,386,222,1,177.59,1,90,99999,connector,0,"LINESTRING (-111.9619063 33.3518515, -111.96171962173928 33.35344500317675)",1,0,0,,0.15,4,1,0.11,55.0,55.0,0.12,,,,
621,223,1260,1,227.38,1,90,99999,connector,0,"LINESTRING (-111.94194279950044 33.32625676686049, -111.9442019 33.325478)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.15,,,,
622,1260,223,1,227.38,1,90,99999,connector,0,"LINESTRING (-111.9442019 33.325478, -111.94194279950044 33.32625676686049)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.15,,,,
623,225,2096,1,337.96,1,90,99999,connector,0,"LINESTRING (-111.887699819873 33.426167615003656, -111.890232 33.4283532)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.23,,,,
624,2096,225,1,337.96,1,90,99999,connector,0,"LINESTRING (-111.890232 33.4283532, -111.887699819873 33.426167615003656)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.23,,,,
625,226,2073,1,221.18,1,90,99999,connector,0,"LINESTRING (-111.88848061803354 33.42399361731978, -111.8878272 33.4220762)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.15,,,,
626,2073,226,1,221.18,1,90,99999,connector,0,"LINESTRING (-111.8878272 33.4220762, -111.88848061803354 33.42399361731978)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.15,,,,
627,227,349,1,385.11,1,90,99999,connector,0,"LINESTRING (-111.95358742243054 33.350986037717476, -111.9544994 33.3543729)",1,0,0,,0.15,4,1,0.24,55.0,55.0,0.26,,,,
628,349,227,1,385.11,1,90,99999,connector,0,"LINESTRING (-111.9544994 33.3543729, -111.95358742243054 33.350986037717476)",1,0,0,,0.15,4,1,0.24,55.0,55.0,0.26,,,,
629,228,731,1,315.19,1,90,99999,connector,0,"LINESTRING (-111.94824739114237 33.358507962165106, -111.9458474 33.356503)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
630,731,228,1,315.19,1,90,99999,connector,0,"LINESTRING (-111.9458474 33.356503, -111.94824739114237 33.358507962165106)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
631,229,3043,1,321.87,1,90,99999,connector,0,"LINESTRING (-111.9434665534618 33.337485095479686, -111.9429027 33.3346219)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
632,3043,229,1,321.87,1,90,99999,connector,0,"LINESTRING (-111.9429027 33.3346219, -111.9434665534618 33.337485095479686)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
633,230,2326,1,86.26,1,90,99999,connector,0,"LINESTRING (-111.91475960225752 33.40835068498433, -111.9148321 33.4075753)",1,0,0,,0.15,4,1,0.05,55.0,55.0,0.06,,,,
634,2326,230,1,86.26,1,90,99999,connector,0,"LINESTRING (-111.9148321 33.4075753, -111.91475960225752 33.40835068498433)",1,0,0,,0.15,4,1,0.05,55.0,55.0,0.06,,,,
635,231,794,1,218.74,1,90,99999,connector,0,"LINESTRING (-111.92873165189913 33.42463554816823, -111.930164 33.4230713)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.15,,,,
636,794,231,1,218.74,1,90,99999,connector,0,"LINESTRING (-111.930164 33.4230713, -111.92873165189913 33.42463554816823)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.15,,,,
637,233,1764,1,540.18,1,90,99999,connector,0,"LINESTRING (-111.95731922302882 33.32761093836478, -111.963121 33.3276236)",1,0,0,,0.15,4,1,0.34,55.0,55.0,0.36,,,,
638,1764,233,1,540.18,1,90,99999,connector,0,"LINESTRING (-111.963121 33.3276236, -111.95731922302882 33.32761093836478)",1,0,0,,0.15,4,1,0.34,55.0,55.0,0.36,,,,
639,234,1213,1,94.37,1,90,99999,connector,0,"LINESTRING (-111.88821574917101 33.3922302568185, -111.8887033 33.3929764)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.06,,,,
640,1213,234,1,94.37,1,90,99999,connector,0,"LINESTRING (-111.8887033 33.3929764, -111.88821574917101 33.3922302568185)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.06,,,,
641,235,738,1,283.7,1,90,99999,connector,0,"LINESTRING (-111.90917917057993 33.34621084070019, -111.9111994 33.3481261)",1,0,0,,0.15,4,1,0.18,55.0,55.0,0.19,,,,
642,738,235,1,283.7,1,90,99999,connector,0,"LINESTRING (-111.9111994 33.3481261, -111.90917917057993 33.34621084070019)",1,0,0,,0.15,4,1,0.18,55.0,55.0,0.19,,,,
643,236,2428,1,200.77,1,90,99999,connector,0,"LINESTRING (-111.93079159792978 33.375508384539636, -111.9286704 33.3751775)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.13,,,,
644,2428,236,1,200.77,1,90,99999,connector,0,"LINESTRING (-111.9286704 33.3751775, -111.93079159792978 33.375508384539636)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.13,,,,
645,237,956,1,333.41,1,90,99999,connector,0,"LINESTRING (-111.95727556252706 33.37932796503414, -111.9606237 33.3782575)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.22,,,,
646,956,237,1,333.41,1,90,99999,connector,0,"LINESTRING (-111.9606237 33.3782575, -111.95727556252706 33.37932796503414)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.22,,,,
647,240,2867,1,298.49,1,90,99999,connector,0,"LINESTRING (-111.95668716439829 33.33996708045471, -111.9544095 33.3418613)",1,0,0,,0.15,4,1,0.19,55.0,55.0,0.2,,,,
648,2867,240,1,298.49,1,90,99999,connector,0,"LINESTRING (-111.9544095 33.3418613, -111.95668716439829 33.33996708045471)",1,0,0,,0.15,4,1,0.19,55.0,55.0,0.2,,,,
649,242,439,1,724.91,1,90,99999,connector,0,"LINESTRING (-111.93986729613518 33.326743119601254, -111.9370374 33.3328321)",1,0,0,,0.15,4,1,0.45,55.0,55.0,0.48,,,,
650,439,242,1,724.91,1,90,99999,connector,0,"LINESTRING (-111.9370374 33.3328321, -111.93986729613518 33.326743119601254)",1,0,0,,0.15,4,1,0.45,55.0,55.0,0.48,,,,
651,243,367,1,48.72,1,90,99999,connector,0,"LINESTRING (-111.9199394161714 33.43519731185958, -111.9198991 33.4356353)",1,0,0,,0.15,4,1,0.03,55.0,55.0,0.03,,,,
652,367,243,1,48.72,1,90,99999,connector,0,"LINESTRING (-111.9198991 33.4356353, -111.9199394161714 33.43519731185958)",1,0,0,,0.15,4,1,0.03,55.0,55.0,0.03,,,,
653,244,932,1,342.31,1,90,99999,connector,0,"LINESTRING (-111.88385958369491 33.42639600924261, -111.882872 33.4293692)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.23,,,,
654,932,244,1,342.31,1,90,99999,connector,0,"LINESTRING (-111.882872 33.4293692, -111.88385958369491 33.42639600924261)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.23,,,,
655,245,2096,1,301.85,1,90,99999,connector,0,"LINESTRING (-111.88834267022347 33.42614029489849, -111.890232 33.4283532)",1,0,0,,0.15,4,1,0.19,55.0,55.0,0.2,,,,
656,2096,245,1,301.85,1,90,99999,connector,0,"LINESTRING (-111.890232 33.4283532, -111.88834267022347 33.42614029489849)",1,0,0,,0.15,4,1,0.19,55.0,55.0,0.2,,,,
657,246,2073,1,228.78,1,90,99999,connector,0,"LINESTRING (-111.8864033550278 33.42375826761838, -111.8878272 33.4220762)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.15,,,,
658,2073,246,1,228.78,1,90,99999,connector,0,"LINESTRING (-111.8878272 33.4220762, -111.8864033550278 33.42375826761838)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.15,,,,
659,247,2078,1,324.73,1,90,99999,connector,0,"LINESTRING (-111.88717798868117 33.41313236074673, -111.8906688 33.4130917)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.22,,,,
660,2078,247,1,324.73,1,90,99999,connector,0,"LINESTRING (-111.8906688 33.4130917, -111.88717798868117 33.41313236074673)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.22,,,,
661,248,1348,1,213.73,1,90,99999,connector,0,"LINESTRING (-111.92956262475339 33.39244244059677, -111.9273434 33.3929404)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.14,,,,
662,1348,248,1,213.73,1,90,99999,connector,0,"LINESTRING (-111.9273434 33.3929404, -111.92956262475339 33.39244244059677)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.14,,,,
663,249,330,1,370.37,1,90,99999,connector,0,"LINESTRING (-111.90443244240664 33.41441139282209, -111.9004939 33.414903)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
664,330,249,1,370.37,1,90,99999,connector,0,"LINESTRING (-111.9004939 33.414903, -111.90443244240664 33.41441139282209)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
665,250,3037,1,340.95,1,90,99999,connector,0,"LINESTRING (-111.91282790155552 33.41066786972306, -111.9091664 33.4105267)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.23,,,,
666,3037,250,1,340.95,1,90,99999,connector,0,"LINESTRING (-111.9091664 33.4105267, -111.91282790155552 33.41066786972306)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.23,,,,
667,251,330,1,381.05,1,90,99999,connector,0,"LINESTRING (-111.90223537618581 33.41801274180958, -111.9004939 33.414903)",1,0,0,,0.15,4,1,0.24,55.0,55.0,0.25,,,,
668,330,251,1,381.05,1,90,99999,connector,0,"LINESTRING (-111.9004939 33.414903, -111.90223537618581 33.41801274180958)",1,0,0,,0.15,4,1,0.24,55.0,55.0,0.25,,,,
669,253,1165,1,419.39,1,90,99999,connector,0,"LINESTRING (-111.92522113439644 33.33808101337253, -111.9284181 33.3354169)",1,0,0,,0.15,4,1,0.26,55.0,55.0,0.28,,,,
670,1165,253,1,419.39,1,90,99999,connector,0,"LINESTRING (-111.9284181 33.3354169, -111.92522113439644 33.33808101337253)",1,0,0,,0.15,4,1,0.26,55.0,55.0,0.28,,,,
671,254,724,1,350.62,1,90,99999,connector,0,"LINESTRING (-111.94479049191119 33.381360262146494, -111.944995 33.3782037)",1,0,0,,0.15,4,1,0.22,55.0,55.0,0.23,,,,
672,724,254,1,350.62,1,90,99999,connector,0,"LINESTRING (-111.944995 33.3782037, -111.94479049191119 33.381360262146494)",1,0,0,,0.15,4,1,0.22,55.0,55.0,0.23,,,,
673,255,2780,1,100.8,1,90,99999,connector,0,"LINESTRING (-111.92622714390023 33.38156083148721, -111.925153 33.381679)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.07,,,,
674,2780,255,1,100.8,1,90,99999,connector,0,"LINESTRING (-111.925153 33.381679, -111.92622714390023 33.38156083148721)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.07,,,,
675,256,365,1,233.01,1,90,99999,connector,0,"LINESTRING (-111.92567978481509 33.37203895672592, -111.9281828 33.3720963)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.16,,,,
676,365,256,1,233.01,1,90,99999,connector,0,"LINESTRING (-111.9281828 33.3720963, -111.92567978481509 33.37203895672592)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.16,,,,
677,257,676,1,371.7,1,90,99999,connector,0,"LINESTRING (-111.95719476658202 33.38135260823716, -111.9611873 33.3812437)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
678,676,257,1,371.7,1,90,99999,connector,0,"LINESTRING (-111.9611873 33.3812437, -111.95719476658202 33.38135260823716)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
679,258,676,1,248.7,1,90,99999,connector,0,"LINESTRING (-111.95873792849987 33.38034630560045, -111.9611873 33.3812437)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.17,,,,
680,676,258,1,248.7,1,90,99999,connector,0,"LINESTRING (-111.9611873 33.3812437, -111.95873792849987 33.38034630560045)",1,0,0,,0.15,4,1,0.15,55.0,55.0,0.17,,,,
681,259,1556,1,665.15,1,90,99999,connector,0,"LINESTRING (-111.95591749790918 33.32060435876521, -111.963016 33.3199329)",1,0,0,,0.15,4,1,0.41,55.0,55.0,0.44,,,,
682,1556,259,1,665.15,1,90,99999,connector,0,"LINESTRING (-111.963016 33.3199329, -111.95591749790918 33.32060435876521)",1,0,0,,0.15,4,1,0.41,55.0,55.0,0.44,,,,
683,260,1246,1,201.89,1,90,99999,connector,0,"LINESTRING (-111.93128965132402 33.44600909958551, -111.9332361 33.4452025)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.13,,,,
684,1246,260,1,201.89,1,90,99999,connector,0,"LINESTRING (-111.9332361 33.4452025, -111.93128965132402 33.44600909958551)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.13,,,,
685,261,2304,1,544.07,1,90,99999,connector,0,"LINESTRING (-111.97178323707395 33.383189460797226, -111.971331 33.3782987)",1,0,0,,0.15,4,1,0.34,55.0,55.0,0.36,,,,
686,2304,261,1,544.07,1,90,99999,connector,0,"LINESTRING (-111.971331 33.3782987, -111.97178323707395 33.383189460797226)",1,0,0,,0.15,4,1,0.34,55.0,55.0,0.36,,,,
687,263,727,1,217.54,1,90,99999,connector,0,"LINESTRING (-111.92651659038336 33.35929226025949, -111.9285635 33.3583454)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.15,,,,
688,727,263,1,217.54,1,90,99999,connector,0,"LINESTRING (-111.9285635 33.3583454, -111.92651659038336 33.35929226025949)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.15,,,,
689,264,1841,1,268.9,1,90,99999,connector,0,"LINESTRING (-111.95738437016672 33.351629775189025, -111.9574918 33.349207)",1,0,0,,0.15,4,1,0.17,55.0,55.0,0.18,,,,
690,1841,264,1,268.9,1,90,99999,connector,0,"LINESTRING (-111.9574918 33.349207, -111.95738437016672 33.351629775189025)",1,0,0,,0.15,4,1,0.17,55.0,55.0,0.18,,,,
691,266,932,1,187.61,1,90,99999,connector,0,"LINESTRING (-111.88471499988309 33.428681299213615, -111.882872 33.4293692)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.13,,,,
692,932,266,1,187.61,1,90,99999,connector,0,"LINESTRING (-111.882872 33.4293692, -111.88471499988309 33.428681299213615)",1,0,0,,0.15,4,1,0.12,55.0,55.0,0.13,,,,
693,267,2447,1,139.21,1,90,99999,connector,0,"LINESTRING (-111.88460243763406 33.42306037987571, -111.8836473 33.422094)",1,0,0,,0.15,4,1,0.09,55.0,55.0,0.09,,,,
694,2447,267,1,139.21,1,90,99999,connector,0,"LINESTRING (-111.8836473 33.422094, -111.88460243763406 33.42306037987571)",1,0,0,,0.15,4,1,0.09,55.0,55.0,0.09,,,,
695,268,2078,1,338.5,1,90,99999,connector,0,"LINESTRING (-111.88711392678182 33.4137450835711, -111.8906688 33.4130917)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.23,,,,
696,2078,268,1,338.5,1,90,99999,connector,0,"LINESTRING (-111.8906688 33.4130917, -111.88711392678182 33.4137450835711)",1,0,0,,0.15,4,1,0.21,55.0,55.0,0.23,,,,
697,270,1290,1,92.73,1,90,99999,connector,0,"LINESTRING (-111.93792188513017 33.335069844872244, -111.9370689 33.3346382)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.06,,,,
698,1290,270,1,92.73,1,90,99999,connector,0,"LINESTRING (-111.9370689 33.3346382, -111.93792188513017 33.335069844872244)",1,0,0,,0.15,4,1,0.06,55.0,55.0,0.06,,,,
699,271,716,1,57.52,1,90,99999,connector,0,"LINESTRING (-111.94031219537811 33.41419903773598, -111.940196 33.4147084)",1,0,0,,0.15,4,1,0.04,55.0,55.0,0.04,,,,
700,716,271,1,57.52,1,90,99999,connector,0,"LINESTRING (-111.940196 33.4147084, -111.94031219537811 33.41419903773598)",1,0,0,,0.15,4,1,0.04,55.0,55.0,0.04,,,,
701,272,1182,1,259.04,1,90,99999,connector,0,"LINESTRING (-111.94222381258353 33.383606579376256, -111.939457 33.3838653)",1,0,0,,0.15,4,1,0.16,55.0,55.0,0.17,,,,
702,1182,272,1,259.04,1,90,99999,connector,0,"LINESTRING (-111.939457 33.3838653, -111.94222381258353 33.383606579376256)",1,0,0,,0.15,4,1,0.16,55.0,55.0,0.17,,,,
703,273,2688,1,672.25,1,90,99999,connector,0,"LINESTRING (-111.88517192888568 33.39909891375525, -111.892021 33.3971666)",1,0,0,,0.15,4,1,0.42,55.0,55.0,0.45,,,,
704,2688,273,1,672.25,1,90,99999,connector,0,"LINESTRING (-111.892021 33.3971666, -111.88517192888568 33.39909891375525)",1,0,0,,0.15,4,1,0.42,55.0,55.0,0.45,,,,
